result,time,laps,points,constructor,race,first_name,last_name
1.0,1:36:26.552,71,25.0,Red Bull,2017 Mexican Grand Prix,Max,Verstappen
2.0,+19.678,71,18.0,Mercedes,2017 Mexican Grand Prix,Valtteri,Bottas
3.0,+54.007,71,15.0,Ferrari,2017 Mexican Grand Prix,Kimi,Räikkönen
4.0,+1:10.078,71,12.0,Ferrari,2017 Mexican Grand Prix,Sebastian,Vettel
5.0,+1 Lap,70,10.0,Force India,2017 Mexican Grand Prix,Esteban,Ocon
6.0,+1 Lap,70,8.0,Williams,2017 Mexican Grand Prix,Lance,Stroll
7.0,+1 Lap,70,6.0,Force India,2017 Mexican Grand Prix,Sergio,Pérez
8.0,+1 Lap,70,4.0,Haas F1 Team,2017 Mexican Grand Prix,Kevin,Magnussen
9.0,+1 Lap,70,2.0,Mercedes,2017 Mexican Grand Prix,Lewis,Hamilton
10.0,+1 Lap,70,1.0,McLaren,2017 Mexican Grand Prix,Fernando,Alonso
11.0,+1 Lap,70,0.0,Williams,2017 Mexican Grand Prix,Felipe,Massa
12.0,+1 Lap,70,0.0,McLaren,2017 Mexican Grand Prix,Stoffel,Vandoorne
13.0,+1 Lap,70,0.0,Toro Rosso,2017 Mexican Grand Prix,Pierre,Gasly
14.0,+2 Laps,69,0.0,Sauber,2017 Mexican Grand Prix,Pascal,Wehrlein
15.0,+2 Laps,69,0.0,Haas F1 Team,2017 Mexican Grand Prix,Romain,Grosjean
,Engine,59,0.0,Renault,2017 Mexican Grand Prix,Carlos,Sainz
,Engine,55,0.0,Sauber,2017 Mexican Grand Prix,Marcus,Ericsson
,Engine,30,0.0,Toro Rosso,2017 Mexican Grand Prix,Brendon,Hartley
,Electrical,24,0.0,Renault,2017 Mexican Grand Prix,Nico,Hülkenberg
,Engine,5,0.0,Red Bull,2017 Mexican Grand Prix,Daniel,Ricciardo
1.0,1:31:26.262,71,25.0,Ferrari,2017 Brazilian Grand Prix,Sebastian,Vettel
2.0,+2.762,71,18.0,Mercedes,2017 Brazilian Grand Prix,Valtteri,Bottas
3.0,+4.600,71,15.0,Ferrari,2017 Brazilian Grand Prix,Kimi,Räikkönen
4.0,+5.468,71,12.0,Mercedes,2017 Brazilian Grand Prix,Lewis,Hamilton
5.0,+32.940,71,10.0,Red Bull,2017 Brazilian Grand Prix,Max,Verstappen
6.0,+48.691,71,8.0,Red Bull,2017 Brazilian Grand Prix,Daniel,Ricciardo
7.0,+1:08.882,71,6.0,Williams,2017 Brazilian Grand Prix,Felipe,Massa
8.0,+1:09.363,71,4.0,McLaren,2017 Brazilian Grand Prix,Fernando,Alonso
9.0,+1:09.500,71,2.0,Force India,2017 Brazilian Grand Prix,Sergio,Pérez
10.0,+1 Lap,70,1.0,Renault,2017 Brazilian Grand Prix,Nico,Hülkenberg
11.0,+1 Lap,70,0.0,Renault,2017 Brazilian Grand Prix,Carlos,Sainz
12.0,+1 Lap,70,0.0,Toro Rosso,2017 Brazilian Grand Prix,Pierre,Gasly
13.0,+1 Lap,70,0.0,Sauber,2017 Brazilian Grand Prix,Marcus,Ericsson
14.0,+1 Lap,70,0.0,Sauber,2017 Brazilian Grand Prix,Pascal,Wehrlein
15.0,+2 Laps,69,0.0,Haas F1 Team,2017 Brazilian Grand Prix,Romain,Grosjean
16.0,+2 Laps,69,0.0,Williams,2017 Brazilian Grand Prix,Lance,Stroll
,Engine,40,0.0,Toro Rosso,2017 Brazilian Grand Prix,Brendon,Hartley
,Accident,0,0.0,Force India,2017 Brazilian Grand Prix,Esteban,Ocon
,Accident,0,0.0,McLaren,2017 Brazilian Grand Prix,Stoffel,Vandoorne
,Accident,0,0.0,Haas F1 Team,2017 Brazilian Grand Prix,Kevin,Magnussen
1.0,1:34:14.062,55,25.0,Mercedes,2017 Abu Dhabi Grand Prix,Valtteri,Bottas
2.0,+3.899,55,18.0,Mercedes,2017 Abu Dhabi Grand Prix,Lewis,Hamilton
3.0,+19.330,55,15.0,Ferrari,2017 Abu Dhabi Grand Prix,Sebastian,Vettel
4.0,+45.386,55,12.0,Ferrari,2017 Abu Dhabi Grand Prix,Kimi,Räikkönen
5.0,+46.269,55,10.0,Red Bull,2017 Abu Dhabi Grand Prix,Max,Verstappen
6.0,+1:25.713,55,8.0,Renault,2017 Abu Dhabi Grand Prix,Nico,Hülkenberg
7.0,+1:32.062,55,6.0,Force India,2017 Abu Dhabi Grand Prix,Sergio,Pérez
8.0,+1:38.911,55,4.0,Force India,2017 Abu Dhabi Grand Prix,Esteban,Ocon
9.0,+1 Lap,54,2.0,McLaren,2017 Abu Dhabi Grand Prix,Fernando,Alonso
10.0,+1 Lap,54,1.0,Williams,2017 Abu Dhabi Grand Prix,Felipe,Massa
11.0,+1 Lap,54,0.0,Haas F1 Team,2017 Abu Dhabi Grand Prix,Romain,Grosjean
12.0,+1 Lap,54,0.0,McLaren,2017 Abu Dhabi Grand Prix,Stoffel,Vandoorne
13.0,+1 Lap,54,0.0,Haas F1 Team,2017 Abu Dhabi Grand Prix,Kevin,Magnussen
14.0,+1 Lap,54,0.0,Sauber,2017 Abu Dhabi Grand Prix,Pascal,Wehrlein
15.0,+1 Lap,54,0.0,Toro Rosso,2017 Abu Dhabi Grand Prix,Brendon,Hartley
16.0,+1 Lap,54,0.0,Toro Rosso,2017 Abu Dhabi Grand Prix,Pierre,Gasly
17.0,+1 Lap,54,0.0,Sauber,2017 Abu Dhabi Grand Prix,Marcus,Ericsson
18.0,+1 Lap,54,0.0,Williams,2017 Abu Dhabi Grand Prix,Lance,Stroll
,Wheel,31,0.0,Renault,2017 Abu Dhabi Grand Prix,Carlos,Sainz
,Hydraulics,20,0.0,Red Bull,2017 Abu Dhabi Grand Prix,Daniel,Ricciardo
1.0,1:29:33.283,58,25.0,Ferrari,2018 Australian Grand Prix,Sebastian,Vettel
2.0,+5.036,58,18.0,Mercedes,2018 Australian Grand Prix,Lewis,Hamilton
3.0,+6.309,58,15.0,Ferrari,2018 Australian Grand Prix,Kimi,Räikkönen
4.0,+7.069,58,12.0,Red Bull,2018 Australian Grand Prix,Daniel,Ricciardo
5.0,+27.886,58,10.0,McLaren,2018 Australian Grand Prix,Fernando,Alonso
6.0,+28.945,58,8.0,Red Bull,2018 Australian Grand Prix,Max,Verstappen
7.0,+32.671,58,6.0,Renault,2018 Australian Grand Prix,Nico,Hülkenberg
8.0,+34.339,58,4.0,Mercedes,2018 Australian Grand Prix,Valtteri,Bottas
9.0,+34.921,58,2.0,McLaren,2018 Australian Grand Prix,Stoffel,Vandoorne
10.0,+45.722,58,1.0,Renault,2018 Australian Grand Prix,Carlos,Sainz
11.0,+46.817,58,0.0,Force India,2018 Australian Grand Prix,Sergio,Pérez
12.0,+1:00.278,58,0.0,Force India,2018 Australian Grand Prix,Esteban,Ocon
13.0,+1:15.759,58,0.0,Sauber,2018 Australian Grand Prix,Charles,Leclerc
14.0,+1:18.288,58,0.0,Williams,2018 Australian Grand Prix,Lance,Stroll
15.0,+1 Lap,57,0.0,Toro Rosso,2018 Australian Grand Prix,Brendon,Hartley
,Wheel,24,0.0,Haas F1 Team,2018 Australian Grand Prix,Romain,Grosjean
,Wheel,22,0.0,Haas F1 Team,2018 Australian Grand Prix,Kevin,Magnussen
,Engine,13,0.0,Toro Rosso,2018 Australian Grand Prix,Pierre,Gasly
,Steering,5,0.0,Sauber,2018 Australian Grand Prix,Marcus,Ericsson
,Brakes,4,0.0,Williams,2018 Australian Grand Prix,Sergey,Sirotkin
1.0,1:32:01.940,57,25.0,Ferrari,2018 Bahrain Grand Prix,Sebastian,Vettel
2.0,+0.699,57,18.0,Mercedes,2018 Bahrain Grand Prix,Valtteri,Bottas
3.0,+6.512,57,15.0,Mercedes,2018 Bahrain Grand Prix,Lewis,Hamilton
4.0,+1:02.234,57,12.0,Toro Rosso,2018 Bahrain Grand Prix,Pierre,Gasly
5.0,+1:15.046,57,10.0,Haas F1 Team,2018 Bahrain Grand Prix,Kevin,Magnussen
6.0,+1:39.024,57,8.0,Renault,2018 Bahrain Grand Prix,Nico,Hülkenberg
7.0,+1 Lap,56,6.0,McLaren,2018 Bahrain Grand Prix,Fernando,Alonso
8.0,+1 Lap,56,4.0,McLaren,2018 Bahrain Grand Prix,Stoffel,Vandoorne
9.0,+1 Lap,56,2.0,Sauber,2018 Bahrain Grand Prix,Marcus,Ericsson
10.0,+1 Lap,56,1.0,Force India,2018 Bahrain Grand Prix,Esteban,Ocon
11.0,+1 Lap,56,0.0,Renault,2018 Bahrain Grand Prix,Carlos,Sainz
12.0,+1 Lap,56,0.0,Sauber,2018 Bahrain Grand Prix,Charles,Leclerc
13.0,+1 Lap,56,0.0,Haas F1 Team,2018 Bahrain Grand Prix,Romain,Grosjean
14.0,+1 Lap,56,0.0,Williams,2018 Bahrain Grand Prix,Lance,Stroll
15.0,+1 Lap,56,0.0,Williams,2018 Bahrain Grand Prix,Sergey,Sirotkin
16.0,+1 Lap,56,0.0,Force India,2018 Bahrain Grand Prix,Sergio,Pérez
17.0,+1 Lap,56,0.0,Toro Rosso,2018 Bahrain Grand Prix,Brendon,Hartley
,Wheel,35,0.0,Ferrari,2018 Bahrain Grand Prix,Kimi,Räikkönen
,Puncture,3,0.0,Red Bull,2018 Bahrain Grand Prix,Max,Verstappen
,Electrical,1,0.0,Red Bull,2018 Bahrain Grand Prix,Daniel,Ricciardo
1.0,1:35:36.380,56,25.0,Red Bull,2018 Chinese Grand Prix,Daniel,Ricciardo
2.0,+8.894,56,18.0,Mercedes,2018 Chinese Grand Prix,Valtteri,Bottas
3.0,+9.637,56,15.0,Ferrari,2018 Chinese Grand Prix,Kimi,Räikkönen
4.0,+16.985,56,12.0,Mercedes,2018 Chinese Grand Prix,Lewis,Hamilton
5.0,+20.436,56,10.0,Red Bull,2018 Chinese Grand Prix,Max,Verstappen
6.0,+21.052,56,8.0,Renault,2018 Chinese Grand Prix,Nico,Hülkenberg
7.0,+30.639,56,6.0,McLaren,2018 Chinese Grand Prix,Fernando,Alonso
8.0,+35.286,56,4.0,Ferrari,2018 Chinese Grand Prix,Sebastian,Vettel
9.0,+35.763,56,2.0,Renault,2018 Chinese Grand Prix,Carlos,Sainz
10.0,+39.594,56,1.0,Haas F1 Team,2018 Chinese Grand Prix,Kevin,Magnussen
11.0,+44.050,56,0.0,Force India,2018 Chinese Grand Prix,Esteban,Ocon
12.0,+44.725,56,0.0,Force India,2018 Chinese Grand Prix,Sergio,Pérez
13.0,+49.373,56,0.0,McLaren,2018 Chinese Grand Prix,Stoffel,Vandoorne
14.0,+55.490,56,0.0,Williams,2018 Chinese Grand Prix,Lance,Stroll
15.0,+58.241,56,0.0,Williams,2018 Chinese Grand Prix,Sergey,Sirotkin
16.0,+1:02.604,56,0.0,Sauber,2018 Chinese Grand Prix,Marcus,Ericsson
17.0,+1:05.296,56,0.0,Haas F1 Team,2018 Chinese Grand Prix,Romain,Grosjean
18.0,+1:06.330,56,0.0,Toro Rosso,2018 Chinese Grand Prix,Pierre,Gasly
19.0,+1:22.575,56,0.0,Sauber,2018 Chinese Grand Prix,Charles,Leclerc
20.0,Collision damage,51,0.0,Toro Rosso,2018 Chinese Grand Prix,Brendon,Hartley
1.0,1:43:44.291,51,25.0,Mercedes,2018 Azerbaijan Grand Prix,Lewis,Hamilton
2.0,+2.460,51,18.0,Ferrari,2018 Azerbaijan Grand Prix,Kimi,Räikkönen
3.0,+4.024,51,15.0,Force India,2018 Azerbaijan Grand Prix,Sergio,Pérez
4.0,+5.329,51,12.0,Ferrari,2018 Azerbaijan Grand Prix,Sebastian,Vettel
5.0,+7.515,51,10.0,Renault,2018 Azerbaijan Grand Prix,Carlos,Sainz
6.0,+9.158,51,8.0,Sauber,2018 Azerbaijan Grand Prix,Charles,Leclerc
7.0,+10.931,51,6.0,McLaren,2018 Azerbaijan Grand Prix,Fernando,Alonso
8.0,+12.546,51,4.0,Williams,2018 Azerbaijan Grand Prix,Lance,Stroll
9.0,+14.152,51,2.0,McLaren,2018 Azerbaijan Grand Prix,Stoffel,Vandoorne
10.0,+18.030,51,1.0,Toro Rosso,2018 Azerbaijan Grand Prix,Brendon,Hartley
11.0,+18.512,51,0.0,Sauber,2018 Azerbaijan Grand Prix,Marcus,Ericsson
12.0,+24.720,51,0.0,Toro Rosso,2018 Azerbaijan Grand Prix,Pierre,Gasly
13.0,+40.663,51,0.0,Haas F1 Team,2018 Azerbaijan Grand Prix,Kevin,Magnussen
,Puncture,48,0.0,Mercedes,2018 Azerbaijan Grand Prix,Valtteri,Bottas
,Accident,42,0.0,Haas F1 Team,2018 Azerbaijan Grand Prix,Romain,Grosjean
,Collision,39,0.0,Red Bull,2018 Azerbaijan Grand Prix,Max,Verstappen
,Collision,39,0.0,Red Bull,2018 Azerbaijan Grand Prix,Daniel,Ricciardo
,Accident,10,0.0,Renault,2018 Azerbaijan Grand Prix,Nico,Hülkenberg
,Collision,0,0.0,Force India,2018 Azerbaijan Grand Prix,Esteban,Ocon
,Collision,0,0.0,Williams,2018 Azerbaijan Grand Prix,Sergey,Sirotkin
1.0,1:35:29.972,66,25.0,Mercedes,2018 Spanish Grand Prix,Lewis,Hamilton
2.0,+20.593,66,18.0,Mercedes,2018 Spanish Grand Prix,Valtteri,Bottas
3.0,+26.873,66,15.0,Red Bull,2018 Spanish Grand Prix,Max,Verstappen
4.0,+27.584,66,12.0,Ferrari,2018 Spanish Grand Prix,Sebastian,Vettel
5.0,+50.058,66,10.0,Red Bull,2018 Spanish Grand Prix,Daniel,Ricciardo
6.0,+1 Lap,65,8.0,Haas F1 Team,2018 Spanish Grand Prix,Kevin,Magnussen
7.0,+1 Lap,65,6.0,Renault,2018 Spanish Grand Prix,Carlos,Sainz
8.0,+1 Lap,65,4.0,McLaren,2018 Spanish Grand Prix,Fernando,Alonso
9.0,+2 Laps,64,2.0,Force India,2018 Spanish Grand Prix,Sergio,Pérez
10.0,+2 Laps,64,1.0,Sauber,2018 Spanish Grand Prix,Charles,Leclerc
11.0,+2 Laps,64,0.0,Williams,2018 Spanish Grand Prix,Lance,Stroll
12.0,+2 Laps,64,0.0,Toro Rosso,2018 Spanish Grand Prix,Brendon,Hartley
13.0,+2 Laps,64,0.0,Sauber,2018 Spanish Grand Prix,Marcus,Ericsson
14.0,+3 Laps,63,0.0,Williams,2018 Spanish Grand Prix,Sergey,Sirotkin
,Gearbox,45,0.0,McLaren,2018 Spanish Grand Prix,Stoffel,Vandoorne
,Oil leak,38,0.0,Force India,2018 Spanish Grand Prix,Esteban,Ocon
,Turbo,25,0.0,Ferrari,2018 Spanish Grand Prix,Kimi,Räikkönen
,Collision,0,0.0,Renault,2018 Spanish Grand Prix,Nico,Hülkenberg
,Collision,0,0.0,Toro Rosso,2018 Spanish Grand Prix,Pierre,Gasly
,Collision,0,0.0,Haas F1 Team,2018 Spanish Grand Prix,Romain,Grosjean
1.0,1:42:54.807,78,25.0,Red Bull,2018 Monaco Grand Prix,Daniel,Ricciardo
2.0,+7.336,78,18.0,Ferrari,2018 Monaco Grand Prix,Sebastian,Vettel
3.0,+17.013,78,15.0,Mercedes,2018 Monaco Grand Prix,Lewis,Hamilton
4.0,+18.127,78,12.0,Ferrari,2018 Monaco Grand Prix,Kimi,Räikkönen
5.0,+18.822,78,10.0,Mercedes,2018 Monaco Grand Prix,Valtteri,Bottas
6.0,+23.667,78,8.0,Force India,2018 Monaco Grand Prix,Esteban,Ocon
7.0,+24.331,78,6.0,Toro Rosso,2018 Monaco Grand Prix,Pierre,Gasly
8.0,+24.839,78,4.0,Renault,2018 Monaco Grand Prix,Nico,Hülkenberg
9.0,+25.317,78,2.0,Red Bull,2018 Monaco Grand Prix,Max,Verstappen
10.0,+1:09.013,78,1.0,Renault,2018 Monaco Grand Prix,Carlos,Sainz
11.0,+1:09.864,78,0.0,Sauber,2018 Monaco Grand Prix,Marcus,Ericsson
12.0,+1:10.461,78,0.0,Force India,2018 Monaco Grand Prix,Sergio,Pérez
13.0,+1:14.823,78,0.0,Haas F1 Team,2018 Monaco Grand Prix,Kevin,Magnussen
14.0,+1 Lap,77,0.0,McLaren,2018 Monaco Grand Prix,Stoffel,Vandoorne
15.0,+1 Lap,77,0.0,Haas F1 Team,2018 Monaco Grand Prix,Romain,Grosjean
16.0,+1 Lap,77,0.0,Williams,2018 Monaco Grand Prix,Sergey,Sirotkin
17.0,+2 Laps,76,0.0,Williams,2018 Monaco Grand Prix,Lance,Stroll
,Collision,70,0.0,Toro Rosso,2018 Monaco Grand Prix,Brendon,Hartley
,Collision,70,0.0,Sauber,2018 Monaco Grand Prix,Charles,Leclerc
,Gearbox,52,0.0,McLaren,2018 Monaco Grand Prix,Fernando,Alonso
1.0,1:28:31.377,68,25.0,Ferrari,2018 Canadian Grand Prix,Sebastian,Vettel
2.0,+7.376,68,18.0,Mercedes,2018 Canadian Grand Prix,Valtteri,Bottas
3.0,+8.360,68,15.0,Red Bull,2018 Canadian Grand Prix,Max,Verstappen
4.0,+20.892,68,12.0,Red Bull,2018 Canadian Grand Prix,Daniel,Ricciardo
5.0,+21.559,68,10.0,Mercedes,2018 Canadian Grand Prix,Lewis,Hamilton
6.0,+27.184,68,8.0,Ferrari,2018 Canadian Grand Prix,Kimi,Räikkönen
7.0,+1 Lap,67,6.0,Renault,2018 Canadian Grand Prix,Nico,Hülkenberg
8.0,+1 Lap,67,4.0,Renault,2018 Canadian Grand Prix,Carlos,Sainz
9.0,+1 Lap,67,2.0,Force India,2018 Canadian Grand Prix,Esteban,Ocon
10.0,+1 Lap,67,1.0,Sauber,2018 Canadian Grand Prix,Charles,Leclerc
11.0,+1 Lap,67,0.0,Toro Rosso,2018 Canadian Grand Prix,Pierre,Gasly
12.0,+1 Lap,67,0.0,Haas F1 Team,2018 Canadian Grand Prix,Romain,Grosjean
13.0,+1 Lap,67,0.0,Haas F1 Team,2018 Canadian Grand Prix,Kevin,Magnussen
14.0,+1 Lap,67,0.0,Force India,2018 Canadian Grand Prix,Sergio,Pérez
15.0,+2 Laps,66,0.0,Sauber,2018 Canadian Grand Prix,Marcus,Ericsson
16.0,+2 Laps,66,0.0,McLaren,2018 Canadian Grand Prix,Stoffel,Vandoorne
17.0,+2 Laps,66,0.0,Williams,2018 Canadian Grand Prix,Sergey,Sirotkin
,Exhaust,40,0.0,McLaren,2018 Canadian Grand Prix,Fernando,Alonso
,Collision,0,0.0,Williams,2018 Canadian Grand Prix,Lance,Stroll
,Collision,0,0.0,Toro Rosso,2018 Canadian Grand Prix,Brendon,Hartley
1.0,1:30:11.385,53,25.0,Mercedes,2018 French Grand Prix,Lewis,Hamilton
2.0,+7.090,53,18.0,Red Bull,2018 French Grand Prix,Max,Verstappen
3.0,+25.888,53,15.0,Ferrari,2018 French Grand Prix,Kimi,Räikkönen
4.0,+34.736,53,12.0,Red Bull,2018 French Grand Prix,Daniel,Ricciardo
5.0,+1:01.935,53,10.0,Ferrari,2018 French Grand Prix,Sebastian,Vettel
6.0,+1:19.364,53,8.0,Haas F1 Team,2018 French Grand Prix,Kevin,Magnussen
7.0,+1:20.632,53,6.0,Mercedes,2018 French Grand Prix,Valtteri,Bottas
8.0,+1:27.184,53,4.0,Renault,2018 French Grand Prix,Carlos,Sainz
9.0,+1:31.989,53,2.0,Renault,2018 French Grand Prix,Nico,Hülkenberg
10.0,+1:33.873,53,1.0,Sauber,2018 French Grand Prix,Charles,Leclerc
11.0,+1 Lap,52,0.0,Haas F1 Team,2018 French Grand Prix,Romain,Grosjean
12.0,+1 Lap,52,0.0,McLaren,2018 French Grand Prix,Stoffel,Vandoorne
13.0,+1 Lap,52,0.0,Sauber,2018 French Grand Prix,Marcus,Ericsson
14.0,+1 Lap,52,0.0,Toro Rosso,2018 French Grand Prix,Brendon,Hartley
15.0,+1 Lap,52,0.0,Williams,2018 French Grand Prix,Sergey,Sirotkin
16.0,Wheel,50,0.0,McLaren,2018 French Grand Prix,Fernando,Alonso
17.0,Puncture,48,0.0,Williams,2018 French Grand Prix,Lance,Stroll
,Engine,27,0.0,Force India,2018 French Grand Prix,Sergio,Pérez
,Collision,0,0.0,Force India,2018 French Grand Prix,Esteban,Ocon
,Collision,0,0.0,Toro Rosso,2018 French Grand Prix,Pierre,Gasly
1.0,1:21:56.024,71,25.0,Red Bull,2018 Austrian Grand Prix,Max,Verstappen
2.0,+1.504,71,18.0,Ferrari,2018 Austrian Grand Prix,Kimi,Räikkönen
3.0,+3.181,71,15.0,Ferrari,2018 Austrian Grand Prix,Sebastian,Vettel
4.0,+1 Lap,70,12.0,Haas F1 Team,2018 Austrian Grand Prix,Romain,Grosjean
5.0,+1 Lap,70,10.0,Haas F1 Team,2018 Austrian Grand Prix,Kevin,Magnussen
6.0,+1 Lap,70,8.0,Force India,2018 Austrian Grand Prix,Esteban,Ocon
7.0,+1 Lap,70,6.0,Force India,2018 Austrian Grand Prix,Sergio,Pérez
8.0,+1 Lap,70,4.0,McLaren,2018 Austrian Grand Prix,Fernando,Alonso
9.0,+1 Lap,70,2.0,Sauber,2018 Austrian Grand Prix,Charles,Leclerc
10.0,+1 Lap,70,1.0,Sauber,2018 Austrian Grand Prix,Marcus,Ericsson
11.0,+1 Lap,70,0.0,Toro Rosso,2018 Austrian Grand Prix,Pierre,Gasly
12.0,+1 Lap,70,0.0,Renault,2018 Austrian Grand Prix,Carlos,Sainz
13.0,+2 Laps,69,0.0,Williams,2018 Austrian Grand Prix,Sergey,Sirotkin
14.0,+2 Laps,69,0.0,Williams,2018 Austrian Grand Prix,Lance,Stroll
15.0,Collision damage,65,0.0,McLaren,2018 Austrian Grand Prix,Stoffel,Vandoorne
,Fuel pressure,62,0.0,Mercedes,2018 Austrian Grand Prix,Lewis,Hamilton
,Hydraulics,54,0.0,Toro Rosso,2018 Austrian Grand Prix,Brendon,Hartley
,Exhaust,53,0.0,Red Bull,2018 Austrian Grand Prix,Daniel,Ricciardo
,Hydraulics,13,0.0,Mercedes,2018 Austrian Grand Prix,Valtteri,Bottas
,Engine,11,0.0,Renault,2018 Austrian Grand Prix,Nico,Hülkenberg
1.0,1:27:29.784,52,25.0,Ferrari,2018 British Grand Prix,Sebastian,Vettel
2.0,+2.264,52,18.0,Mercedes,2018 British Grand Prix,Lewis,Hamilton
3.0,+3.652,52,15.0,Ferrari,2018 British Grand Prix,Kimi,Räikkönen
4.0,+8.883,52,12.0,Mercedes,2018 British Grand Prix,Valtteri,Bottas
5.0,+9.500,52,10.0,Red Bull,2018 British Grand Prix,Daniel,Ricciardo
6.0,+28.220,52,8.0,Renault,2018 British Grand Prix,Nico,Hülkenberg
7.0,+29.930,52,6.0,Force India,2018 British Grand Prix,Esteban,Ocon
8.0,+31.115,52,4.0,McLaren,2018 British Grand Prix,Fernando,Alonso
9.0,+33.188,52,2.0,Haas F1 Team,2018 British Grand Prix,Kevin,Magnussen
10.0,+34.708,52,1.0,Force India,2018 British Grand Prix,Sergio,Pérez
11.0,+35.774,52,0.0,McLaren,2018 British Grand Prix,Stoffel,Vandoorne
12.0,+38.106,52,0.0,Williams,2018 British Grand Prix,Lance,Stroll
13.0,+39.129,52,0.0,Toro Rosso,2018 British Grand Prix,Pierre,Gasly
14.0,+48.113,52,0.0,Williams,2018 British Grand Prix,Sergey,Sirotkin
,Brakes,46,0.0,Red Bull,2018 British Grand Prix,Max,Verstappen
,Collision,37,0.0,Renault,2018 British Grand Prix,Carlos,Sainz
,Collision,37,0.0,Haas F1 Team,2018 British Grand Prix,Romain,Grosjean
,Accident,31,0.0,Sauber,2018 British Grand Prix,Marcus,Ericsson
,Tyre,18,0.0,Sauber,2018 British Grand Prix,Charles,Leclerc
,Power Unit,1,0.0,Toro Rosso,2018 British Grand Prix,Brendon,Hartley
1.0,1:32:29.845,67,25.0,Mercedes,2018 German Grand Prix,Lewis,Hamilton
2.0,+4.535,67,18.0,Mercedes,2018 German Grand Prix,Valtteri,Bottas
3.0,+6.732,67,15.0,Ferrari,2018 German Grand Prix,Kimi,Räikkönen
4.0,+7.654,67,12.0,Red Bull,2018 German Grand Prix,Max,Verstappen
5.0,+26.609,67,10.0,Renault,2018 German Grand Prix,Nico,Hülkenberg
6.0,+28.871,67,8.0,Haas F1 Team,2018 German Grand Prix,Romain,Grosjean
7.0,+30.556,67,6.0,Force India,2018 German Grand Prix,Sergio,Pérez
8.0,+31.750,67,4.0,Force India,2018 German Grand Prix,Esteban,Ocon
9.0,+32.362,67,2.0,Sauber,2018 German Grand Prix,Marcus,Ericsson
10.0,+34.197,67,1.0,Toro Rosso,2018 German Grand Prix,Brendon,Hartley
11.0,+34.919,67,0.0,Haas F1 Team,2018 German Grand Prix,Kevin,Magnussen
12.0,+43.069,67,0.0,Renault,2018 German Grand Prix,Carlos,Sainz
13.0,+46.617,67,0.0,McLaren,2018 German Grand Prix,Stoffel,Vandoorne
14.0,+1 Lap,66,0.0,Toro Rosso,2018 German Grand Prix,Pierre,Gasly
15.0,+1 Lap,66,0.0,Sauber,2018 German Grand Prix,Charles,Leclerc
16.0,Retired,65,0.0,McLaren,2018 German Grand Prix,Fernando,Alonso
,Engine,53,0.0,Williams,2018 German Grand Prix,Lance,Stroll
,Accident,51,0.0,Ferrari,2018 German Grand Prix,Sebastian,Vettel
,Engine,51,0.0,Williams,2018 German Grand Prix,Sergey,Sirotkin
,Engine,27,0.0,Red Bull,2018 German Grand Prix,Daniel,Ricciardo
1.0,1:37:16.427,70,25.0,Mercedes,2018 Hungarian Grand Prix,Lewis,Hamilton
2.0,+17.123,70,18.0,Ferrari,2018 Hungarian Grand Prix,Sebastian,Vettel
3.0,+20.101,70,15.0,Ferrari,2018 Hungarian Grand Prix,Kimi,Räikkönen
4.0,+46.419,70,12.0,Red Bull,2018 Hungarian Grand Prix,Daniel,Ricciardo
5.0,+50.000,70,10.0,Mercedes,2018 Hungarian Grand Prix,Valtteri,Bottas
6.0,+1:13.273,70,8.0,Toro Rosso,2018 Hungarian Grand Prix,Pierre,Gasly
7.0,+1 Lap,69,6.0,Haas F1 Team,2018 Hungarian Grand Prix,Kevin,Magnussen
8.0,+1 Lap,69,4.0,McLaren,2018 Hungarian Grand Prix,Fernando,Alonso
9.0,+1 Lap,69,2.0,Renault,2018 Hungarian Grand Prix,Carlos,Sainz
10.0,+1 Lap,69,1.0,Haas F1 Team,2018 Hungarian Grand Prix,Romain,Grosjean
11.0,+1 Lap,69,0.0,Toro Rosso,2018 Hungarian Grand Prix,Brendon,Hartley
12.0,+1 Lap,69,0.0,Renault,2018 Hungarian Grand Prix,Nico,Hülkenberg
13.0,+1 Lap,69,0.0,Force India,2018 Hungarian Grand Prix,Esteban,Ocon
14.0,+1 Lap,69,0.0,Force India,2018 Hungarian Grand Prix,Sergio,Pérez
15.0,+2 Laps,68,0.0,Sauber,2018 Hungarian Grand Prix,Marcus,Ericsson
16.0,+2 Laps,68,0.0,Williams,2018 Hungarian Grand Prix,Sergey,Sirotkin
17.0,+2 Laps,68,0.0,Williams,2018 Hungarian Grand Prix,Lance,Stroll
,Gearbox,49,0.0,McLaren,2018 Hungarian Grand Prix,Stoffel,Vandoorne
,Power loss,5,0.0,Red Bull,2018 Hungarian Grand Prix,Max,Verstappen
,Suspension,0,0.0,Sauber,2018 Hungarian Grand Prix,Charles,Leclerc
1.0,1:23:34.476,44,25.0,Ferrari,2018 Belgian Grand Prix,Sebastian,Vettel
2.0,+11.061,44,18.0,Mercedes,2018 Belgian Grand Prix,Lewis,Hamilton
3.0,+31.372,44,15.0,Red Bull,2018 Belgian Grand Prix,Max,Verstappen
4.0,+1:03.605,44,12.0,Mercedes,2018 Belgian Grand Prix,Valtteri,Bottas
5.0,+1:11.023,44,10.0,Force India,2018 Belgian Grand Prix,Sergio,Pérez
