result,time,laps,points,constructor,race,first_name,last_name
6.0,+1:19.520,44,8.0,Force India,2018 Belgian Grand Prix,Esteban,Ocon
7.0,+1:25.953,44,6.0,Haas F1 Team,2018 Belgian Grand Prix,Romain,Grosjean
8.0,+1:27.639,44,4.0,Haas F1 Team,2018 Belgian Grand Prix,Kevin,Magnussen
9.0,+1:45.892,44,2.0,Toro Rosso,2018 Belgian Grand Prix,Pierre,Gasly
10.0,+1 Lap,43,1.0,Sauber,2018 Belgian Grand Prix,Marcus,Ericsson
11.0,+1 Lap,43,0.0,Renault,2018 Belgian Grand Prix,Carlos,Sainz
12.0,+1 Lap,43,0.0,Williams,2018 Belgian Grand Prix,Sergey,Sirotkin
13.0,+1 Lap,43,0.0,Williams,2018 Belgian Grand Prix,Lance,Stroll
14.0,+1 Lap,43,0.0,Toro Rosso,2018 Belgian Grand Prix,Brendon,Hartley
15.0,+1 Lap,43,0.0,McLaren,2018 Belgian Grand Prix,Stoffel,Vandoorne
,Retired,28,0.0,Red Bull,2018 Belgian Grand Prix,Daniel,Ricciardo
,Brakes,8,0.0,Ferrari,2018 Belgian Grand Prix,Kimi,Räikkönen
,Accident,0,0.0,Renault,2018 Belgian Grand Prix,Nico,Hülkenberg
,Accident,0,0.0,McLaren,2018 Belgian Grand Prix,Fernando,Alonso
,Accident,0,0.0,Sauber,2018 Belgian Grand Prix,Charles,Leclerc
1.0,1:16:54.484,53,25.0,Mercedes,2018 Italian Grand Prix,Lewis,Hamilton
2.0,+8.705,53,18.0,Ferrari,2018 Italian Grand Prix,Kimi,Räikkönen
3.0,+14.066,53,15.0,Mercedes,2018 Italian Grand Prix,Valtteri,Bottas
4.0,+16.151,53,12.0,Ferrari,2018 Italian Grand Prix,Sebastian,Vettel
5.0,+18.208,53,10.0,Red Bull,2018 Italian Grand Prix,Max,Verstappen
7.0,+57.761,53,8.0,Force India,2018 Italian Grand Prix,Esteban,Ocon
8.0,+58.678,53,6.0,Force India,2018 Italian Grand Prix,Sergio,Pérez
9.0,+1:18.140,53,4.0,Renault,2018 Italian Grand Prix,Carlos,Sainz
,+56.320,53,0.0,Haas F1 Team,2018 Italian Grand Prix,Romain,Grosjean
10.0,+1 Lap,52,2.0,Williams,2018 Italian Grand Prix,Lance,Stroll
11.0,+1 Lap,52,1.0,Williams,2018 Italian Grand Prix,Sergey,Sirotkin
12.0,+1 Lap,52,0.0,Sauber,2018 Italian Grand Prix,Charles,Leclerc
13.0,+1 Lap,52,0.0,McLaren,2018 Italian Grand Prix,Stoffel,Vandoorne
14.0,+1 Lap,52,0.0,Renault,2018 Italian Grand Prix,Nico,Hülkenberg
15.0,+1 Lap,52,0.0,Toro Rosso,2018 Italian Grand Prix,Pierre,Gasly
16.0,+1 Lap,52,0.0,Sauber,2018 Italian Grand Prix,Marcus,Ericsson
17.0,+1 Lap,52,0.0,Haas F1 Team,2018 Italian Grand Prix,Kevin,Magnussen
,Engine,23,0.0,Red Bull,2018 Italian Grand Prix,Daniel,Ricciardo
,Engine,9,0.0,McLaren,2018 Italian Grand Prix,Fernando,Alonso
,Brakes,0,0.0,Toro Rosso,2018 Italian Grand Prix,Brendon,Hartley
1.0,1:51:11.611,61,25.0,Mercedes,2018 Singapore Grand Prix,Lewis,Hamilton
2.0,+8.961,61,18.0,Red Bull,2018 Singapore Grand Prix,Max,Verstappen
3.0,+39.984,61,15.0,Ferrari,2018 Singapore Grand Prix,Sebastian,Vettel
4.0,+51.930,61,12.0,Mercedes,2018 Singapore Grand Prix,Valtteri,Bottas
5.0,+53.001,61,10.0,Ferrari,2018 Singapore Grand Prix,Kimi,Räikkönen
6.0,+53.982,61,8.0,Red Bull,2018 Singapore Grand Prix,Daniel,Ricciardo
7.0,+1:43.001,61,6.0,McLaren,2018 Singapore Grand Prix,Fernando,Alonso
8.0,+1 Lap,60,4.0,Renault,2018 Singapore Grand Prix,Carlos,Sainz
9.0,+1 Lap,60,2.0,Sauber,2018 Singapore Grand Prix,Charles,Leclerc
10.0,+1 Lap,60,1.0,Renault,2018 Singapore Grand Prix,Nico,Hülkenberg
11.0,+1 Lap,60,0.0,Sauber,2018 Singapore Grand Prix,Marcus,Ericsson
12.0,+1 Lap,60,0.0,McLaren,2018 Singapore Grand Prix,Stoffel,Vandoorne
13.0,+1 Lap,60,0.0,Toro Rosso,2018 Singapore Grand Prix,Pierre,Gasly
14.0,+1 Lap,60,0.0,Williams,2018 Singapore Grand Prix,Lance,Stroll
15.0,+1 Lap,60,0.0,Haas F1 Team,2018 Singapore Grand Prix,Romain,Grosjean
16.0,+1 Lap,60,0.0,Force India,2018 Singapore Grand Prix,Sergio,Pérez
17.0,+1 Lap,60,0.0,Toro Rosso,2018 Singapore Grand Prix,Brendon,Hartley
18.0,+2 Laps,59,0.0,Haas F1 Team,2018 Singapore Grand Prix,Kevin,Magnussen
19.0,+2 Laps,59,0.0,Williams,2018 Singapore Grand Prix,Sergey,Sirotkin
,Collision,0,0.0,Force India,2018 Singapore Grand Prix,Esteban,Ocon
1.0,1:27:25.181,53,25.0,Mercedes,2018 Russian Grand Prix,Lewis,Hamilton
2.0,+2.545,53,18.0,Mercedes,2018 Russian Grand Prix,Valtteri,Bottas
3.0,+7.487,53,15.0,Ferrari,2018 Russian Grand Prix,Sebastian,Vettel
4.0,+16.543,53,12.0,Ferrari,2018 Russian Grand Prix,Kimi,Räikkönen
5.0,+31.016,53,10.0,Red Bull,2018 Russian Grand Prix,Max,Verstappen
6.0,+1:20.451,53,8.0,Red Bull,2018 Russian Grand Prix,Daniel,Ricciardo
7.0,+1:38.390,53,6.0,Sauber,2018 Russian Grand Prix,Charles,Leclerc
8.0,+1 Lap,52,4.0,Haas F1 Team,2018 Russian Grand Prix,Kevin,Magnussen
9.0,+1 Lap,52,2.0,Force India,2018 Russian Grand Prix,Esteban,Ocon
10.0,+1 Lap,52,1.0,Force India,2018 Russian Grand Prix,Sergio,Pérez
11.0,+1 Lap,52,0.0,Haas F1 Team,2018 Russian Grand Prix,Romain,Grosjean
12.0,+1 Lap,52,0.0,Renault,2018 Russian Grand Prix,Nico,Hülkenberg
13.0,+1 Lap,52,0.0,Sauber,2018 Russian Grand Prix,Marcus,Ericsson
14.0,+1 Lap,52,0.0,McLaren,2018 Russian Grand Prix,Fernando,Alonso
15.0,+1 Lap,52,0.0,Williams,2018 Russian Grand Prix,Lance,Stroll
16.0,+2 Laps,51,0.0,McLaren,2018 Russian Grand Prix,Stoffel,Vandoorne
17.0,+2 Laps,51,0.0,Renault,2018 Russian Grand Prix,Carlos,Sainz
18.0,+2 Laps,51,0.0,Williams,2018 Russian Grand Prix,Sergey,Sirotkin
,Brakes,4,0.0,Toro Rosso,2018 Russian Grand Prix,Pierre,Gasly
,Brakes,4,0.0,Toro Rosso,2018 Russian Grand Prix,Brendon,Hartley
1.0,1:27:17.062,53,25.0,Mercedes,2018 Japanese Grand Prix,Lewis,Hamilton
2.0,+12.919,53,18.0,Mercedes,2018 Japanese Grand Prix,Valtteri,Bottas
3.0,+14.295,53,15.0,Red Bull,2018 Japanese Grand Prix,Max,Verstappen
4.0,+19.495,53,12.0,Red Bull,2018 Japanese Grand Prix,Daniel,Ricciardo
5.0,+50.998,53,10.0,Ferrari,2018 Japanese Grand Prix,Kimi,Räikkönen
6.0,+1:09.873,53,8.0,Ferrari,2018 Japanese Grand Prix,Sebastian,Vettel
7.0,+1:19.379,53,6.0,Force India,2018 Japanese Grand Prix,Sergio,Pérez
8.0,+1:27.198,53,4.0,Haas F1 Team,2018 Japanese Grand Prix,Romain,Grosjean
9.0,+1:28.055,53,2.0,Force India,2018 Japanese Grand Prix,Esteban,Ocon
10.0,+1 Lap,52,1.0,Renault,2018 Japanese Grand Prix,Carlos,Sainz
11.0,+1 Lap,52,0.0,Toro Rosso,2018 Japanese Grand Prix,Pierre,Gasly
12.0,+1 Lap,52,0.0,Sauber,2018 Japanese Grand Prix,Marcus,Ericsson
13.0,+1 Lap,52,0.0,Toro Rosso,2018 Japanese Grand Prix,Brendon,Hartley
14.0,+1 Lap,52,0.0,McLaren,2018 Japanese Grand Prix,Fernando,Alonso
15.0,+1 Lap,52,0.0,McLaren,2018 Japanese Grand Prix,Stoffel,Vandoorne
16.0,+1 Lap,52,0.0,Williams,2018 Japanese Grand Prix,Sergey,Sirotkin
17.0,+1 Lap,52,0.0,Williams,2018 Japanese Grand Prix,Lance,Stroll
,Mechanical,38,0.0,Sauber,2018 Japanese Grand Prix,Charles,Leclerc
,Engine,37,0.0,Renault,2018 Japanese Grand Prix,Nico,Hülkenberg
,Collision damage,8,0.0,Haas F1 Team,2018 Japanese Grand Prix,Kevin,Magnussen
1.0,1:34:18.643,56,25.0,Ferrari,2018 United States Grand Prix,Kimi,Räikkönen
2.0,+1.281,56,18.0,Red Bull,2018 United States Grand Prix,Max,Verstappen
3.0,+2.342,56,15.0,Mercedes,2018 United States Grand Prix,Lewis,Hamilton
4.0,+18.222,56,12.0,Ferrari,2018 United States Grand Prix,Sebastian,Vettel
5.0,+24.744,56,10.0,Mercedes,2018 United States Grand Prix,Valtteri,Bottas
6.0,+1:27.210,56,8.0,Renault,2018 United States Grand Prix,Nico,Hülkenberg
7.0,+1:34.994,56,6.0,Renault,2018 United States Grand Prix,Carlos,Sainz
8.0,+1:41.080,56,4.0,Force India,2018 United States Grand Prix,Sergio,Pérez
,Disqualified,56,0.0,Force India,2018 United States Grand Prix,Esteban,Ocon
,Disqualified,56,0.0,Haas F1 Team,2018 United States Grand Prix,Kevin,Magnussen
9.0,+1 Lap,55,2.0,Toro Rosso,2018 United States Grand Prix,Brendon,Hartley
10.0,+1 Lap,55,1.0,Sauber,2018 United States Grand Prix,Marcus,Ericsson
11.0,+1 Lap,55,0.0,McLaren,2018 United States Grand Prix,Stoffel,Vandoorne
12.0,+1 Lap,55,0.0,Toro Rosso,2018 United States Grand Prix,Pierre,Gasly
13.0,+1 Lap,55,0.0,Williams,2018 United States Grand Prix,Sergey,Sirotkin
14.0,+2 Laps,54,0.0,Williams,2018 United States Grand Prix,Lance,Stroll
,Collision damage,31,0.0,Sauber,2018 United States Grand Prix,Charles,Leclerc
,Battery,8,0.0,Red Bull,2018 United States Grand Prix,Daniel,Ricciardo
,Collision damage,2,0.0,Haas F1 Team,2018 United States Grand Prix,Romain,Grosjean
,Collision,1,0.0,McLaren,2018 United States Grand Prix,Fernando,Alonso
1.0,1:38:28.851,71,25.0,Red Bull,2018 Mexican Grand Prix,Max,Verstappen
2.0,+17.316,71,18.0,Ferrari,2018 Mexican Grand Prix,Sebastian,Vettel
3.0,+49.914,71,15.0,Ferrari,2018 Mexican Grand Prix,Kimi,Räikkönen
4.0,+1:18.738,71,12.0,Mercedes,2018 Mexican Grand Prix,Lewis,Hamilton
5.0,+1 Lap,70,10.0,Mercedes,2018 Mexican Grand Prix,Valtteri,Bottas
6.0,+2 Laps,69,8.0,Renault,2018 Mexican Grand Prix,Nico,Hülkenberg
7.0,+2 Laps,69,6.0,Sauber,2018 Mexican Grand Prix,Charles,Leclerc
8.0,+2 Laps,69,4.0,McLaren,2018 Mexican Grand Prix,Stoffel,Vandoorne
9.0,+2 Laps,69,2.0,Sauber,2018 Mexican Grand Prix,Marcus,Ericsson
10.0,+2 Laps,69,1.0,Toro Rosso,2018 Mexican Grand Prix,Pierre,Gasly
11.0,+2 Laps,69,0.0,Force India,2018 Mexican Grand Prix,Esteban,Ocon
12.0,+2 Laps,69,0.0,Williams,2018 Mexican Grand Prix,Lance,Stroll
13.0,+2 Laps,69,0.0,Williams,2018 Mexican Grand Prix,Sergey,Sirotkin
14.0,+2 Laps,69,0.0,Toro Rosso,2018 Mexican Grand Prix,Brendon,Hartley
15.0,+2 Laps,69,0.0,Haas F1 Team,2018 Mexican Grand Prix,Kevin,Magnussen
16.0,+3 Laps,68,0.0,Haas F1 Team,2018 Mexican Grand Prix,Romain,Grosjean
,Engine,61,0.0,Red Bull,2018 Mexican Grand Prix,Daniel,Ricciardo
,Brakes,38,0.0,Force India,2018 Mexican Grand Prix,Sergio,Pérez
,Suspension,28,0.0,Renault,2018 Mexican Grand Prix,Carlos,Sainz
,Engine,3,0.0,McLaren,2018 Mexican Grand Prix,Fernando,Alonso
1.0,1:27:09.066,71,25.0,Mercedes,2018 Brazilian Grand Prix,Lewis,Hamilton
2.0,+1.469s,71,18.0,Red Bull,2018 Brazilian Grand Prix,Max,Verstappen
3.0,+4.764s,71,15.0,Ferrari,2018 Brazilian Grand Prix,Kimi,Räikkönen
4.0,+5.193s,71,12.0,Red Bull,2018 Brazilian Grand Prix,Daniel,Ricciardo
5.0,+22.943s,71,10.0,Mercedes,2018 Brazilian Grand Prix,Valtteri,Bottas
6.0,+26.997s,71,8.0,Ferrari,2018 Brazilian Grand Prix,Sebastian,Vettel
7.0,+44.199s,71,6.0,Sauber,2018 Brazilian Grand Prix,Charles,Leclerc
8.0,+51.230s,71,4.0,Haas F1 Team,2018 Brazilian Grand Prix,Romain,Grosjean
9.0,+52.857s,71,2.0,Haas F1 Team,2018 Brazilian Grand Prix,Kevin,Magnussen
10.0,+1 Lap,70,1.0,Force India,2018 Brazilian Grand Prix,Sergio,Pérez
11.0,+1 Lap,70,0.0,Toro Rosso,2018 Brazilian Grand Prix,Brendon,Hartley
12.0,+1 Lap,70,0.0,Renault,2018 Brazilian Grand Prix,Carlos,Sainz
13.0,+1 Lap,70,0.0,Toro Rosso,2018 Brazilian Grand Prix,Pierre,Gasly
14.0,+1 Lap,70,0.0,McLaren,2018 Brazilian Grand Prix,Stoffel,Vandoorne
15.0,+1 Lap,70,0.0,Force India,2018 Brazilian Grand Prix,Esteban,Ocon
16.0,+2 Laps,69,0.0,Williams,2018 Brazilian Grand Prix,Sergey,Sirotkin
17.0,+2 Laps,69,0.0,McLaren,2018 Brazilian Grand Prix,Fernando,Alonso
18.0,+2 Laps,69,0.0,Williams,2018 Brazilian Grand Prix,Lance,Stroll
,Overheating,32,0.0,Renault,2018 Brazilian Grand Prix,Nico,Hülkenberg
,Collision,20,0.0,Sauber,2018 Brazilian Grand Prix,Marcus,Ericsson
1.0,1:39:40.382,55,25.0,Mercedes,2018 Abu Dhabi Grand Prix,Lewis,Hamilton
2.0,+2.581,55,18.0,Ferrari,2018 Abu Dhabi Grand Prix,Sebastian,Vettel
3.0,+12.706,55,15.0,Red Bull,2018 Abu Dhabi Grand Prix,Max,Verstappen
4.0,+15.379,55,12.0,Red Bull,2018 Abu Dhabi Grand Prix,Daniel,Ricciardo
5.0,+47.957,55,10.0,Mercedes,2018 Abu Dhabi Grand Prix,Valtteri,Bottas
6.0,+1:12.548,55,8.0,Renault,2018 Abu Dhabi Grand Prix,Carlos,Sainz
7.0,+1:30.789,55,6.0,Sauber,2018 Abu Dhabi Grand Prix,Charles,Leclerc
8.0,+1:31.275,55,4.0,Force India,2018 Abu Dhabi Grand Prix,Sergio,Pérez
9.0,+1 Lap,54,2.0,Haas F1 Team,2018 Abu Dhabi Grand Prix,Romain,Grosjean
10.0,+1 Lap,54,1.0,Haas F1 Team,2018 Abu Dhabi Grand Prix,Kevin,Magnussen
11.0,+1 Lap,54,0.0,McLaren,2018 Abu Dhabi Grand Prix,Fernando,Alonso
12.0,+1 Lap,54,0.0,Toro Rosso,2018 Abu Dhabi Grand Prix,Brendon,Hartley
13.0,+1 Lap,54,0.0,Williams,2018 Abu Dhabi Grand Prix,Lance,Stroll
14.0,+1 Lap,54,0.0,McLaren,2018 Abu Dhabi Grand Prix,Stoffel,Vandoorne
15.0,+1 Lap,54,0.0,Williams,2018 Abu Dhabi Grand Prix,Sergey,Sirotkin
,Engine,46,0.0,Toro Rosso,2018 Abu Dhabi Grand Prix,Pierre,Gasly
,Engine,44,0.0,Force India,2018 Abu Dhabi Grand Prix,Esteban,Ocon
,Power loss,24,0.0,Sauber,2018 Abu Dhabi Grand Prix,Marcus,Ericsson
,Power loss,6,0.0,Ferrari,2018 Abu Dhabi Grand Prix,Kimi,Räikkönen
,Collision,0,0.0,Renault,2018 Abu Dhabi Grand Prix,Nico,Hülkenberg
1.0,1:25:27.325,58,26.0,Mercedes,2019 Australian Grand Prix,Valtteri,Bottas
2.0,+20.886,58,18.0,Mercedes,2019 Australian Grand Prix,Lewis,Hamilton
3.0,+22.520,58,15.0,Red Bull,2019 Australian Grand Prix,Max,Verstappen
4.0,+57.109,58,12.0,Ferrari,2019 Australian Grand Prix,Sebastian,Vettel
5.0,+58.203,58,10.0,Ferrari,2019 Australian Grand Prix,Charles,Leclerc
6.0,+1:27.156,58,8.0,Haas F1 Team,2019 Australian Grand Prix,Kevin,Magnussen
7.0,+1 Lap,57,6.0,Renault,2019 Australian Grand Prix,Nico,Hülkenberg
8.0,+1 Lap,57,4.0,Alfa Romeo,2019 Australian Grand Prix,Kimi,Räikkönen
9.0,+1 Lap,57,2.0,Racing Point,2019 Australian Grand Prix,Lance,Stroll
10.0,+1 Lap,57,1.0,Toro Rosso,2019 Australian Grand Prix,Daniil,Kvyat
11.0,+1 Lap,57,0.0,Red Bull,2019 Australian Grand Prix,Pierre,Gasly
12.0,+1 Lap,57,0.0,McLaren,2019 Australian Grand Prix,Lando,Norris
13.0,+1 Lap,57,0.0,Racing Point,2019 Australian Grand Prix,Sergio,Pérez
14.0,+1 Lap,57,0.0,Toro Rosso,2019 Australian Grand Prix,Alexander,Albon
15.0,+1 Lap,57,0.0,Alfa Romeo,2019 Australian Grand Prix,Antonio,Giovinazzi
16.0,+2 Laps,56,0.0,Williams,2019 Australian Grand Prix,George,Russell
17.0,+3 Laps,55,0.0,Williams,2019 Australian Grand Prix,Robert,Kubica
,Wheel,29,0.0,Haas F1 Team,2019 Australian Grand Prix,Romain,Grosjean
,Damage,28,0.0,Renault,2019 Australian Grand Prix,Daniel,Ricciardo
,Engine,9,0.0,McLaren,2019 Australian Grand Prix,Carlos,Sainz
1.0,1:34:21.295,57,25.0,Mercedes,2019 Bahrain Grand Prix,Lewis,Hamilton
2.0,+2.980,57,18.0,Mercedes,2019 Bahrain Grand Prix,Valtteri,Bottas
3.0,+6.131,57,16.0,Ferrari,2019 Bahrain Grand Prix,Charles,Leclerc
4.0,+6.408,57,12.0,Red Bull,2019 Bahrain Grand Prix,Max,Verstappen
5.0,+36.068,57,10.0,Ferrari,2019 Bahrain Grand Prix,Sebastian,Vettel
6.0,+45.754,57,8.0,McLaren,2019 Bahrain Grand Prix,Lando,Norris
7.0,+47.470,57,6.0,Alfa Romeo,2019 Bahrain Grand Prix,Kimi,Räikkönen
8.0,+58.094,57,4.0,Red Bull,2019 Bahrain Grand Prix,Pierre,Gasly
9.0,+1:02.697,57,2.0,Toro Rosso,2019 Bahrain Grand Prix,Alexander,Albon
10.0,+1:03.696,57,1.0,Racing Point,2019 Bahrain Grand Prix,Sergio,Pérez
11.0,+1:04.599,57,0.0,Alfa Romeo,2019 Bahrain Grand Prix,Antonio,Giovinazzi
12.0,+1 Lap,56,0.0,Toro Rosso,2019 Bahrain Grand Prix,Daniil,Kvyat
13.0,+1 Lap,56,0.0,Haas F1 Team,2019 Bahrain Grand Prix,Kevin,Magnussen
14.0,+1 Lap,56,0.0,Racing Point,2019 Bahrain Grand Prix,Lance,Stroll
15.0,+1 Lap,56,0.0,Williams,2019 Bahrain Grand Prix,George,Russell
16.0,+2 Laps,55,0.0,Williams,2019 Bahrain Grand Prix,Robert,Kubica
,Collision damage,53,0.0,McLaren,2019 Bahrain Grand Prix,Carlos,Sainz
,Out of fuel,53,0.0,Renault,2019 Bahrain Grand Prix,Daniel,Ricciardo
,Engine,53,0.0,Renault,2019 Bahrain Grand Prix,Nico,Hülkenberg
,Retired,16,0.0,Haas F1 Team,2019 Bahrain Grand Prix,Romain,Grosjean
1.0,1:32:06.350,56,25.0,Mercedes,2019 Chinese Grand Prix,Lewis,Hamilton
2.0,+6.552,56,18.0,Mercedes,2019 Chinese Grand Prix,Valtteri,Bottas
3.0,+13.774,56,15.0,Ferrari,2019 Chinese Grand Prix,Sebastian,Vettel
4.0,+27.627,56,12.0,Red Bull,2019 Chinese Grand Prix,Max,Verstappen
5.0,+31.276,56,10.0,Ferrari,2019 Chinese Grand Prix,Charles,Leclerc
6.0,+1:29.307,56,9.0,Red Bull,2019 Chinese Grand Prix,Pierre,Gasly
7.0,+1 Lap,55,6.0,Renault,2019 Chinese Grand Prix,Daniel,Ricciardo
8.0,+1 Lap,55,4.0,Racing Point,2019 Chinese Grand Prix,Sergio,Pérez
9.0,+1 Lap,55,2.0,Alfa Romeo,2019 Chinese Grand Prix,Kimi,Räikkönen
10.0,+1 Lap,55,1.0,Toro Rosso,2019 Chinese Grand Prix,Alexander,Albon
11.0,+1 Lap,55,0.0,Haas F1 Team,2019 Chinese Grand Prix,Romain,Grosjean
12.0,+1 Lap,55,0.0,Racing Point,2019 Chinese Grand Prix,Lance,Stroll
13.0,+1 Lap,55,0.0,Haas F1 Team,2019 Chinese Grand Prix,Kevin,Magnussen
14.0,+1 Lap,55,0.0,McLaren,2019 Chinese Grand Prix,Carlos,Sainz
15.0,+1 Lap,55,0.0,Alfa Romeo,2019 Chinese Grand Prix,Antonio,Giovinazzi
16.0,+2 Laps,54,0.0,Williams,2019 Chinese Grand Prix,George,Russell
17.0,+2 Laps,54,0.0,Williams,2019 Chinese Grand Prix,Robert,Kubica
18.0,Collision,50,0.0,McLaren,2019 Chinese Grand Prix,Lando,Norris
,Collision,41,0.0,Toro Rosso,2019 Chinese Grand Prix,Daniil,Kvyat
,Power Unit,16,0.0,Renault,2019 Chinese Grand Prix,Nico,Hülkenberg
1.0,1:31:52.942,51,25.0,Mercedes,2019 Azerbaijan Grand Prix,Valtteri,Bottas
2.0,+1.524,51,18.0,Mercedes,2019 Azerbaijan Grand Prix,Lewis,Hamilton
3.0,+11.739,51,15.0,Ferrari,2019 Azerbaijan Grand Prix,Sebastian,Vettel
4.0,+17.493,51,12.0,Red Bull,2019 Azerbaijan Grand Prix,Max,Verstappen
5.0,+1:09.107,51,11.0,Ferrari,2019 Azerbaijan Grand Prix,Charles,Leclerc
6.0,+1:16.416,51,8.0,Racing Point,2019 Azerbaijan Grand Prix,Sergio,Pérez
7.0,+1:23.826,51,6.0,McLaren,2019 Azerbaijan Grand Prix,Carlos,Sainz
8.0,+1:40.268,51,4.0,McLaren,2019 Azerbaijan Grand Prix,Lando,Norris
9.0,+1:43.816,51,2.0,Racing Point,2019 Azerbaijan Grand Prix,Lance,Stroll
10.0,+1 Lap,50,1.0,Alfa Romeo,2019 Azerbaijan Grand Prix,Kimi,Räikkönen
11.0,+1 Lap,50,0.0,Toro Rosso,2019 Azerbaijan Grand Prix,Alexander,Albon
12.0,+1 Lap,50,0.0,Alfa Romeo,2019 Azerbaijan Grand Prix,Antonio,Giovinazzi
13.0,+1 Lap,50,0.0,Haas F1 Team,2019 Azerbaijan Grand Prix,Kevin,Magnussen
14.0,+1 Lap,50,0.0,Renault,2019 Azerbaijan Grand Prix,Nico,Hülkenberg
15.0,+2 Laps,49,0.0,Williams,2019 Azerbaijan Grand Prix,George,Russell
16.0,+2 Laps,49,0.0,Williams,2019 Azerbaijan Grand Prix,Robert,Kubica
,Transmission,38,0.0,Red Bull,2019 Azerbaijan Grand Prix,Pierre,Gasly
,Brakes,38,0.0,Haas F1 Team,2019 Azerbaijan Grand Prix,Romain,Grosjean
,Collision,33,0.0,Toro Rosso,2019 Azerbaijan Grand Prix,Daniil,Kvyat
,Collision,31,0.0,Renault,2019 Azerbaijan Grand Prix,Daniel,Ricciardo
1.0,1:35:50.443,66,26.0,Mercedes,2019 Spanish Grand Prix,Lewis,Hamilton
2.0,+4.074,66,18.0,Mercedes,2019 Spanish Grand Prix,Valtteri,Bottas
3.0,+7.679,66,15.0,Red Bull,2019 Spanish Grand Prix,Max,Verstappen
4.0,+9.167,66,12.0,Ferrari,2019 Spanish Grand Prix,Sebastian,Vettel
5.0,+13.361,66,10.0,Ferrari,2019 Spanish Grand Prix,Charles,Leclerc
6.0,+19.576,66,8.0,Red Bull,2019 Spanish Grand Prix,Pierre,Gasly
7.0,+28.159,66,6.0,Haas F1 Team,2019 Spanish Grand Prix,Kevin,Magnussen
8.0,+32.342,66,4.0,McLaren,2019 Spanish Grand Prix,Carlos,Sainz
9.0,+33.056,66,2.0,Toro Rosso,2019 Spanish Grand Prix,Daniil,Kvyat
10.0,+34.641,66,1.0,Haas F1 Team,2019 Spanish Grand Prix,Romain,Grosjean
11.0,+35.445,66,0.0,Toro Rosso,2019 Spanish Grand Prix,Alexander,Albon
12.0,+36.758,66,0.0,Renault,2019 Spanish Grand Prix,Daniel,Ricciardo
13.0,+39.241,66,0.0,Renault,2019 Spanish Grand Prix,Nico,Hülkenberg
14.0,+41.803,66,0.0,Alfa Romeo,2019 Spanish Grand Prix,Kimi,Räikkönen
15.0,+46.877,66,0.0,Racing Point,2019 Spanish Grand Prix,Sergio,Pérez
16.0,+47.691,66,0.0,Alfa Romeo,2019 Spanish Grand Prix,Antonio,Giovinazzi
17.0,+1 Lap,65,0.0,Williams,2019 Spanish Grand Prix,George,Russell
18.0,+1 Lap,65,0.0,Williams,2019 Spanish Grand Prix,Robert,Kubica
,Collision,44,0.0,Racing Point,2019 Spanish Grand Prix,Lance,Stroll
,Collision,44,0.0,McLaren,2019 Spanish Grand Prix,Lando,Norris
1.0,1:43:28.437,78,25.0,Mercedes,2019 Monaco Grand Prix,Lewis,Hamilton
2.0,+2.602,78,18.0,Ferrari,2019 Monaco Grand Prix,Sebastian,Vettel
3.0,+3.162,78,15.0,Mercedes,2019 Monaco Grand Prix,Valtteri,Bottas
4.0,+5.537,78,12.0,Red Bull,2019 Monaco Grand Prix,Max,Verstappen
5.0,+9.946,78,11.0,Red Bull,2019 Monaco Grand Prix,Pierre,Gasly
6.0,+53.454,78,8.0,McLaren,2019 Monaco Grand Prix,Carlos,Sainz
7.0,+54.574,78,6.0,Toro Rosso,2019 Monaco Grand Prix,Daniil,Kvyat
8.0,+55.200,78,4.0,Toro Rosso,2019 Monaco Grand Prix,Alexander,Albon
9.0,+1:00.894,78,2.0,Renault,2019 Monaco Grand Prix,Daniel,Ricciardo
10.0,+1:01.034,78,1.0,Haas F1 Team,2019 Monaco Grand Prix,Romain,Grosjean
11.0,+1:06.801,78,0.0,McLaren,2019 Monaco Grand Prix,Lando,Norris
12.0,+1 Lap,77,0.0,Haas F1 Team,2019 Monaco Grand Prix,Kevin,Magnussen
13.0,+1 Lap,77,0.0,Racing Point,2019 Monaco Grand Prix,Sergio,Pérez
14.0,+1 Lap,77,0.0,Renault,2019 Monaco Grand Prix,Nico,Hülkenberg
15.0,+1 Lap,77,0.0,Williams,2019 Monaco Grand Prix,George,Russell
16.0,+1 Lap,77,0.0,Racing Point,2019 Monaco Grand Prix,Lance,Stroll
17.0,+1 Lap,77,0.0,Alfa Romeo,2019 Monaco Grand Prix,Kimi,Räikkönen
18.0,+1 Lap,77,0.0,Williams,2019 Monaco Grand Prix,Robert,Kubica
19.0,+2 Laps,76,0.0,Alfa Romeo,2019 Monaco Grand Prix,Antonio,Giovinazzi
,Collision,16,0.0,Ferrari,2019 Monaco Grand Prix,Charles,Leclerc
1.0,1:29:07.084,70,25.0,Mercedes,2019 Canadian Grand Prix,Lewis,Hamilton
2.0,+3.658,70,18.0,Ferrari,2019 Canadian Grand Prix,Sebastian,Vettel
3.0,+4.696,70,15.0,Ferrari,2019 Canadian Grand Prix,Charles,Leclerc
4.0,+51.043,70,13.0,Mercedes,2019 Canadian Grand Prix,Valtteri,Bottas
5.0,+57.655,70,10.0,Red Bull,2019 Canadian Grand Prix,Max,Verstappen
6.0,+1 Lap,69,8.0,Renault,2019 Canadian Grand Prix,Daniel,Ricciardo
