0,1,2,3,4
1,1:30.647,Nico Rosberg,Mercedes,2016 Japanese Grand Prix
2,+0.013,Lewis Hamilton,Mercedes,2016 Japanese Grand Prix
3,+0.302,Kimi Räikkönen,Ferrari,2016 Japanese Grand Prix
4,+0.381,Sebastian Vettel,Ferrari,2016 Japanese Grand Prix
5,+0.531,Max Verstappen,Red Bull,2016 Japanese Grand Prix
6,+0.593,Daniel Ricciardo,Red Bull,2016 Japanese Grand Prix
7,+1.314,Sergio Pérez,Force India,2016 Japanese Grand Prix
8,+1.314,Romain Grosjean,Haas F1 Team,2016 Japanese Grand Prix
9,+1.495,Nico Hülkenberg,Force India,2016 Japanese Grand Prix
10,+1.900,Esteban Gutiérrez,Haas F1 Team,2016 Japanese Grand Prix
11,+1.668,Valtteri Bottas,Williams,2016 Japanese Grand Prix
12,+1.733,Felipe Massa,Williams,2016 Japanese Grand Prix
13,+1.976,Daniil Kvyat,Toro Rosso,2016 Japanese Grand Prix
14,+2.038,Carlos Sainz,Toro Rosso,2016 Japanese Grand Prix
15,+2.042,Fernando Alonso,McLaren,2016 Japanese Grand Prix
16,+2.160,Jolyon Palmer,Renault,2016 Japanese Grand Prix
17,+2.204,Jenson Button,McLaren,2016 Japanese Grand Prix
18,+2.376,Kevin Magnussen,Renault,2016 Japanese Grand Prix
19,+2.575,Marcus Ericsson,Sauber,2016 Japanese Grand Prix
20,+2.685,Felipe Nasr,Sauber,2016 Japanese Grand Prix
21,+2.706,Esteban Ocon,Manor Marussia,2016 Japanese Grand Prix
22,+2.914,Pascal Wehrlein,Manor Marussia,2016 Japanese Grand Prix
1,1:34.999,Lewis Hamilton,Mercedes,2016 United States Grand Prix
2,+0.216,Nico Rosberg,Mercedes,2016 United States Grand Prix
3,+0.510,Daniel Ricciardo,Red Bull,2016 United States Grand Prix
4,+0.748,Max Verstappen,Red Bull,2016 United States Grand Prix
5,+1.132,Kimi Räikkönen,Ferrari,2016 United States Grand Prix
6,+1.359,Sebastian Vettel,Ferrari,2016 United States Grand Prix
7,+1.629,Nico Hülkenberg,Force India,2016 United States Grand Prix
8,+2.117,Valtteri Bottas,Williams,2016 United States Grand Prix
9,+2.270,Felipe Massa,Williams,2016 United States Grand Prix
10,+2.327,Carlos Sainz,Toro Rosso,2016 United States Grand Prix
11,+2.354,Sergio Pérez,Force India,2016 United States Grand Prix
12,+2.418,Fernando Alonso,McLaren,2016 United States Grand Prix
13,+2.481,Daniil Kvyat,Toro Rosso,2016 United States Grand Prix
14,+2.774,Esteban Gutiérrez,Haas F1 Team,2016 United States Grand Prix
15,+2.936,Jolyon Palmer,Renault,2016 United States Grand Prix
16,+4.357,Marcus Ericsson,Sauber,2016 United States Grand Prix
17,+3.309,Romain Grosjean,Haas F1 Team,2016 United States Grand Prix
18,+3.318,Kevin Magnussen,Renault,2016 United States Grand Prix
19,+3.328,Jenson Button,McLaren,2016 United States Grand Prix
20,+3.549,Pascal Wehrlein,Manor Marussia,2016 United States Grand Prix
21,+3.584,Felipe Nasr,Sauber,2016 United States Grand Prix
22,+3.807,Esteban Ocon,Manor Marussia,2016 United States Grand Prix
1,1:18.704,Lewis Hamilton,Mercedes,2016 Mexican Grand Prix
2,+0.254,Nico Rosberg,Mercedes,2016 Mexican Grand Prix
3,+0.350,Max Verstappen,Red Bull,2016 Mexican Grand Prix
4,+0.429,Daniel Ricciardo,Red Bull,2016 Mexican Grand Prix
5,+0.626,Nico Hülkenberg,Force India,2016 Mexican Grand Prix
6,+0.672,Kimi Räikkönen,Ferrari,2016 Mexican Grand Prix
7,+0.677,Sebastian Vettel,Ferrari,2016 Mexican Grand Prix
8,+0.847,Valtteri Bottas,Williams,2016 Mexican Grand Prix
9,+1.328,Felipe Massa,Williams,2016 Mexican Grand Prix
10,+1.674,Carlos Sainz,Toro Rosso,2016 Mexican Grand Prix
11,+1.578,Fernando Alonso,McLaren,2016 Mexican Grand Prix
12,+1.583,Sergio Pérez,Force India,2016 Mexican Grand Prix
13,+1.969,Jenson Button,McLaren,2016 Mexican Grand Prix
14,+2.427,Kevin Magnussen,Renault,2016 Mexican Grand Prix
15,+2.832,Marcus Ericsson,Sauber,2016 Mexican Grand Prix
16,+3.081,Pascal Wehrlein,Manor Marussia,2016 Mexican Grand Prix
17,+2.697,Esteban Gutiérrez,Haas F1 Team,2016 Mexican Grand Prix
18,+2.750,Daniil Kvyat,Toro Rosso,2016 Mexican Grand Prix
19,+2.988,Felipe Nasr,Sauber,2016 Mexican Grand Prix
20,+3.177,Esteban Ocon,Manor Marussia,2016 Mexican Grand Prix
21,+3.212,Romain Grosjean,Haas F1 Team,2016 Mexican Grand Prix
1,1:10.736,Lewis Hamilton,Mercedes,2016 Brazilian Grand Prix
2,+0.102,Nico Rosberg,Mercedes,2016 Brazilian Grand Prix
3,+0.668,Kimi Räikkönen,Ferrari,2016 Brazilian Grand Prix
4,+0.749,Max Verstappen,Red Bull,2016 Brazilian Grand Prix
5,+0.759,Sebastian Vettel,Ferrari,2016 Brazilian Grand Prix
6,+0.804,Daniel Ricciardo,Red Bull,2016 Brazilian Grand Prix
7,+1.201,Romain Grosjean,Haas F1 Team,2016 Brazilian Grand Prix
8,+1.368,Nico Hülkenberg,Force India,2016 Brazilian Grand Prix
9,+1.429,Sergio Pérez,Force India,2016 Brazilian Grand Prix
10,+1.530,Fernando Alonso,McLaren,2016 Brazilian Grand Prix
11,+1.684,Valtteri Bottas,Williams,2016 Brazilian Grand Prix
12,+1.695,Esteban Gutiérrez,Haas F1 Team,2016 Brazilian Grand Prix
13,+1.785,Felipe Massa,Williams,2016 Brazilian Grand Prix
14,+1.990,Daniil Kvyat,Toro Rosso,2016 Brazilian Grand Prix
15,+2.184,Carlos Sainz,Toro Rosso,2016 Brazilian Grand Prix
16,+2.522,Jolyon Palmer,Renault,2016 Brazilian Grand Prix
17,+2.540,Jenson Button,McLaren,2016 Brazilian Grand Prix
18,+2.674,Kevin Magnussen,Renault,2016 Brazilian Grand Prix
19,+2.691,Pascal Wehrlein,Manor Marussia,2016 Brazilian Grand Prix
20,+2.696,Esteban Ocon,Manor Marussia,2016 Brazilian Grand Prix
21,+2.887,Marcus Ericsson,Sauber,2016 Brazilian Grand Prix
22,+2.945,Felipe Nasr,Sauber,2016 Brazilian Grand Prix
1,1:38.755,Lewis Hamilton,Mercedes,2016 Abu Dhabi Grand Prix
2,+0.303,Nico Rosberg,Mercedes,2016 Abu Dhabi Grand Prix
3,+0.834,Daniel Ricciardo,Red Bull,2016 Abu Dhabi Grand Prix
4,+0.849,Kimi Räikkönen,Ferrari,2016 Abu Dhabi Grand Prix
5,+0.906,Sebastian Vettel,Ferrari,2016 Abu Dhabi Grand Prix
6,+1.063,Max Verstappen,Red Bull,2016 Abu Dhabi Grand Prix
7,+1.746,Nico Hülkenberg,Force India,2016 Abu Dhabi Grand Prix
8,+1.764,Sergio Pérez,Force India,2016 Abu Dhabi Grand Prix
9,+2.351,Fernando Alonso,McLaren,2016 Abu Dhabi Grand Prix
10,+2.458,Felipe Massa,Williams,2016 Abu Dhabi Grand Prix
11,+2.329,Valtteri Bottas,Williams,2016 Abu Dhabi Grand Prix
12,+2.517,Jenson Button,McLaren,2016 Abu Dhabi Grand Prix
13,+2.725,Esteban Gutiérrez,Haas F1 Team,2016 Abu Dhabi Grand Prix
14,+2.809,Romain Grosjean,Haas F1 Team,2016 Abu Dhabi Grand Prix
15,+3.065,Jolyon Palmer,Renault,2016 Abu Dhabi Grand Prix
16,+3.240,Pascal Wehrlein,Manor Marussia,2016 Abu Dhabi Grand Prix
17,+3.248,Daniil Kvyat,Toro Rosso,2016 Abu Dhabi Grand Prix
18,+3.387,Kevin Magnussen,Renault,2016 Abu Dhabi Grand Prix
19,+3.492,Felipe Nasr,Sauber,2016 Abu Dhabi Grand Prix
20,+3.531,Esteban Ocon,Manor Marussia,2016 Abu Dhabi Grand Prix
21,+3.638,Carlos Sainz,Toro Rosso,2016 Abu Dhabi Grand Prix
22,+3.882,Marcus Ericsson,Sauber,2016 Abu Dhabi Grand Prix
1,1:22.188,Lewis Hamilton,Mercedes,2017 Australian Grand Prix
2,+0.268,Sebastian Vettel,Ferrari,2017 Australian Grand Prix
3,+0.293,Valtteri Bottas,Mercedes,2017 Australian Grand Prix
4,+0.845,Kimi Räikkönen,Ferrari,2017 Australian Grand Prix
5,+1.297,Max Verstappen,Red Bull,2017 Australian Grand Prix
6,+1.886,Romain Grosjean,Haas F1 Team,2017 Australian Grand Prix
7,+2.255,Felipe Massa,Williams,2017 Australian Grand Prix
8,+2.299,Carlos Sainz,Toro Rosso,2017 Australian Grand Prix
9,+2.324,Daniil Kvyat,Toro Rosso,2017 Australian Grand Prix
10,+1.801,Daniel Ricciardo,Red Bull,2017 Australian Grand Prix
11,+2.893,Sergio Pérez,Force India,2017 Australian Grand Prix
12,+2.903,Nico Hülkenberg,Renault,2017 Australian Grand Prix
13,+3.237,Fernando Alonso,McLaren,2017 Australian Grand Prix
14,+3.380,Esteban Ocon,Force India,2017 Australian Grand Prix
15,+4.277,Marcus Ericsson,Sauber,2017 Australian Grand Prix
16,+4.231,Antonio Giovinazzi,Sauber,2017 Australian Grand Prix
17,+4.659,Kevin Magnussen,Haas F1 Team,2017 Australian Grand Prix
18,+4.670,Stoffel Vandoorne,McLaren,2017 Australian Grand Prix
19,+4.955,Lance Stroll,Williams,2017 Australian Grand Prix
20,+6.056,Jolyon Palmer,Renault,2017 Australian Grand Prix
1,1:31.678,Lewis Hamilton,Mercedes,2017 Chinese Grand Prix
2,+0.186,Sebastian Vettel,Ferrari,2017 Chinese Grand Prix
3,+0.187,Valtteri Bottas,Mercedes,2017 Chinese Grand Prix
4,+0.462,Kimi Räikkönen,Ferrari,2017 Chinese Grand Prix
5,+1.355,Daniel Ricciardo,Red Bull,2017 Chinese Grand Prix
6,+1.829,Felipe Massa,Williams,2017 Chinese Grand Prix
7,+1.902,Nico Hülkenberg,Renault,2017 Chinese Grand Prix
8,+2.028,Sergio Pérez,Force India,2017 Chinese Grand Prix
9,+2.041,Daniil Kvyat,Toro Rosso,2017 Chinese Grand Prix
10,+2.542,Lance Stroll,Williams,2017 Chinese Grand Prix
11,+2.472,Carlos Sainz,Toro Rosso,2017 Chinese Grand Prix
12,+2.486,Kevin Magnussen,Haas F1 Team,2017 Chinese Grand Prix
13,+2.694,Fernando Alonso,McLaren,2017 Chinese Grand Prix
14,+3.368,Marcus Ericsson,Sauber,2017 Chinese Grand Prix
15,+3.285,Antonio Giovinazzi,Sauber,2017 Chinese Grand Prix
16,+3.345,Stoffel Vandoorne,McLaren,2017 Chinese Grand Prix
17,+3.545,Romain Grosjean,Haas F1 Team,2017 Chinese Grand Prix
18,+3.601,Jolyon Palmer,Renault,2017 Chinese Grand Prix
19,+3.755,Max Verstappen,Red Bull,2017 Chinese Grand Prix
20,+3.818,Esteban Ocon,Force India,2017 Chinese Grand Prix
1,1:28.769,Valtteri Bottas,Mercedes,2017 Bahrain Grand Prix
2,+0.023,Lewis Hamilton,Mercedes,2017 Bahrain Grand Prix
3,+0.478,Sebastian Vettel,Ferrari,2017 Bahrain Grand Prix
4,+0.776,Daniel Ricciardo,Red Bull,2017 Bahrain Grand Prix
5,+0.798,Kimi Räikkönen,Ferrari,2017 Bahrain Grand Prix
6,+0.918,Max Verstappen,Red Bull,2017 Bahrain Grand Prix
7,+1.073,Nico Hülkenberg,Renault,2017 Bahrain Grand Prix
8,+1.305,Felipe Massa,Williams,2017 Bahrain Grand Prix
9,+1.994,Romain Grosjean,Haas F1 Team,2017 Bahrain Grand Prix
10,+2.305,Jolyon Palmer,Renault,2017 Bahrain Grand Prix
11,+2.154,Daniil Kvyat,Toro Rosso,2017 Bahrain Grand Prix
12,+2.399,Lance Stroll,Williams,2017 Bahrain Grand Prix
13,+2.645,Pascal Wehrlein,Sauber,2017 Bahrain Grand Prix
14,+2.915,Esteban Ocon,Force India,2017 Bahrain Grand Prix
15,+3.285,Fernando Alonso,McLaren,2017 Bahrain Grand Prix
16,+3.349,Carlos Sainz,Toro Rosso,2017 Bahrain Grand Prix
17,+3.544,Stoffel Vandoorne,McLaren,2017 Bahrain Grand Prix
18,+3.549,Sergio Pérez,Force India,2017 Bahrain Grand Prix
19,+3.774,Marcus Ericsson,Sauber,2017 Bahrain Grand Prix
20,+4.131,Kevin Magnussen,Haas F1 Team,2017 Bahrain Grand Prix
1,1:33.194,Sebastian Vettel,Ferrari,2017 Russian Grand Prix
2,+0.059,Kimi Räikkönen,Ferrari,2017 Russian Grand Prix
3,+0.095,Valtteri Bottas,Mercedes,2017 Russian Grand Prix
4,+0.573,Lewis Hamilton,Mercedes,2017 Russian Grand Prix
5,+1.711,Daniel Ricciardo,Red Bull,2017 Russian Grand Prix
6,+1.916,Felipe Massa,Williams,2017 Russian Grand Prix
7,+1.967,Max Verstappen,Red Bull,2017 Russian Grand Prix
8,+2.091,Nico Hülkenberg,Renault,2017 Russian Grand Prix
9,+2.143,Sergio Pérez,Force India,2017 Russian Grand Prix
10,+2.236,Esteban Ocon,Force India,2017 Russian Grand Prix
11,+2.754,Carlos Sainz,Toro Rosso,2017 Russian Grand Prix
12,+2.770,Lance Stroll,Williams,2017 Russian Grand Prix
13,+2.774,Daniil Kvyat,Toro Rosso,2017 Russian Grand Prix
14,+2.823,Kevin Magnussen,Haas F1 Team,2017 Russian Grand Prix
15,+3.466,Fernando Alonso,McLaren,2017 Russian Grand Prix
16,+3.268,Jolyon Palmer,Renault,2017 Russian Grand Prix
17,+3.876,Stoffel Vandoorne,McLaren,2017 Russian Grand Prix
18,+4.138,Pascal Wehrlein,Sauber,2017 Russian Grand Prix
19,+4.313,Marcus Ericsson,Sauber,2017 Russian Grand Prix
20,+4.426,Romain Grosjean,Haas F1 Team,2017 Russian Grand Prix
1,1:19.149,Lewis Hamilton,Mercedes,2017 Spanish Grand Prix
2,+0.051,Sebastian Vettel,Ferrari,2017 Spanish Grand Prix
3,+0.224,Valtteri Bottas,Mercedes,2017 Spanish Grand Prix
4,+0.290,Kimi Räikkönen,Ferrari,2017 Spanish Grand Prix
5,+0.557,Max Verstappen,Red Bull,2017 Spanish Grand Prix
6,+1.026,Daniel Ricciardo,Red Bull,2017 Spanish Grand Prix
7,+1.899,Fernando Alonso,McLaren,2017 Spanish Grand Prix
8,+1.921,Sergio Pérez,Force India,2017 Spanish Grand Prix
9,+2.083,Felipe Massa,Williams,2017 Spanish Grand Prix
10,+2.123,Esteban Ocon,Force India,2017 Spanish Grand Prix
11,+2.180,Kevin Magnussen,Haas F1 Team,2017 Spanish Grand Prix
12,+2.222,Carlos Sainz,Toro Rosso,2017 Spanish Grand Prix
13,+2.248,Nico Hülkenberg,Renault,2017 Spanish Grand Prix
14,+2.368,Romain Grosjean,Haas F1 Team,2017 Spanish Grand Prix
15,+2.654,Pascal Wehrlein,Sauber,2017 Spanish Grand Prix
16,+3.183,Marcus Ericsson,Sauber,2017 Spanish Grand Prix
17,+3.252,Jolyon Palmer,Renault,2017 Spanish Grand Prix
18,+3.262,Lance Stroll,Williams,2017 Spanish Grand Prix
19,+3.383,Stoffel Vandoorne,McLaren,2017 Spanish Grand Prix
20,+3.597,Daniil Kvyat,Toro Rosso,2017 Spanish Grand Prix
1,1:12.178,Kimi Räikkönen,Ferrari,2017 Monaco Grand Prix
2,+0.043,Sebastian Vettel,Ferrari,2017 Monaco Grand Prix
3,+0.045,Valtteri Bottas,Mercedes,2017 Monaco Grand Prix
4,+0.318,Max Verstappen,Red Bull,2017 Monaco Grand Prix
5,+0.820,Daniel Ricciardo,Red Bull,2017 Monaco Grand Prix
6,+0.984,Carlos Sainz,Toro Rosso,2017 Monaco Grand Prix
7,+1.151,Sergio Pérez,Force India,2017 Monaco Grand Prix
8,+1.171,Romain Grosjean,Haas F1 Team,2017 Monaco Grand Prix
9,+1.435,Jenson Button,McLaren,2017 Monaco Grand Prix
10,+1.071,Stoffel Vandoorne,McLaren,2017 Monaco Grand Prix
11,+1.338,Daniil Kvyat,Toro Rosso,2017 Monaco Grand Prix
12,+1.450,Nico Hülkenberg,Renault,2017 Monaco Grand Prix
13,+1.781,Kevin Magnussen,Haas F1 Team,2017 Monaco Grand Prix
14,+1.928,Lewis Hamilton,Mercedes,2017 Monaco Grand Prix
15,+8.351,Felipe Massa,Williams,2017 Monaco Grand Prix
16,+1.923,Esteban Ocon,Force India,2017 Monaco Grand Prix
17,+2.518,Jolyon Palmer,Renault,2017 Monaco Grand Prix
18,+2.715,Lance Stroll,Williams,2017 Monaco Grand Prix
19,+2.981,Pascal Wehrlein,Sauber,2017 Monaco Grand Prix
20,+3.098,Marcus Ericsson,Sauber,2017 Monaco Grand Prix
1,1:11.459,Lewis Hamilton,Mercedes,2017 Canadian Grand Prix
2,+0.330,Sebastian Vettel,Ferrari,2017 Canadian Grand Prix
3,+0.718,Valtteri Bottas,Mercedes,2017 Canadian Grand Prix
4,+0.793,Kimi Räikkönen,Ferrari,2017 Canadian Grand Prix
5,+0.944,Max Verstappen,Red Bull,2017 Canadian Grand Prix
6,+1.098,Daniel Ricciardo,Red Bull,2017 Canadian Grand Prix
7,+1.399,Felipe Massa,Williams,2017 Canadian Grand Prix
8,+1.559,Sergio Pérez,Force India,2017 Canadian Grand Prix
9,+1.676,Esteban Ocon,Force India,2017 Canadian Grand Prix
10,+1.812,Nico Hülkenberg,Renault,2017 Canadian Grand Prix
11,+2.231,Daniil Kvyat,Toro Rosso,2017 Canadian Grand Prix
12,+2.234,Fernando Alonso,McLaren,2017 Canadian Grand Prix
13,+2.297,Carlos Sainz,Toro Rosso,2017 Canadian Grand Prix
14,+2.380,Romain Grosjean,Haas F1 Team,2017 Canadian Grand Prix
15,+2.834,Jolyon Palmer,Renault,2017 Canadian Grand Prix
16,+2.723,Stoffel Vandoorne,McLaren,2017 Canadian Grand Prix
17,+2.750,Lance Stroll,Williams,2017 Canadian Grand Prix
18,+2.859,Kevin Magnussen,Haas F1 Team,2017 Canadian Grand Prix
19,+3.036,Marcus Ericsson,Sauber,2017 Canadian Grand Prix
20,+3.351,Pascal Wehrlein,Sauber,2017 Canadian Grand Prix
1,1:40.593,Lewis Hamilton,Mercedes,2017 Azerbaijan Grand Prix
2,+0.434,Valtteri Bottas,Mercedes,2017 Azerbaijan Grand Prix
3,+1.100,Kimi Räikkönen,Ferrari,2017 Azerbaijan Grand Prix
4,+1.248,Sebastian Vettel,Ferrari,2017 Azerbaijan Grand Prix
5,+1.286,Max Verstappen,Red Bull,2017 Azerbaijan Grand Prix
6,+1.518,Sergio Pérez,Force India,2017 Azerbaijan Grand Prix
7,+1.593,Esteban Ocon,Force India,2017 Azerbaijan Grand Prix
8,+2.160,Lance Stroll,Williams,2017 Azerbaijan Grand Prix
9,+2.205,Felipe Massa,Williams,2017 Azerbaijan Grand Prix
10,+2.821,Daniel Ricciardo,Red Bull,2017 Azerbaijan Grand Prix
11,+2.593,Daniil Kvyat,Toro Rosso,2017 Azerbaijan Grand Prix
12,+2.754,Carlos Sainz,Toro Rosso,2017 Azerbaijan Grand Prix
13,+3.203,Kevin Magnussen,Haas F1 Team,2017 Azerbaijan Grand Prix
14,+3.674,Nico Hülkenberg,Renault,2017 Azerbaijan Grand Prix
15,+4.010,Pascal Wehrlein,Sauber,2017 Azerbaijan Grand Prix
16,+3.741,Fernando Alonso,McLaren,2017 Azerbaijan Grand Prix
17,+3.875,Romain Grosjean,Haas F1 Team,2017 Azerbaijan Grand Prix
18,+4.202,Marcus Ericsson,Sauber,2017 Azerbaijan Grand Prix
19,+4.437,Stoffel Vandoorne,McLaren,2017 Azerbaijan Grand Prix
1,1:4.251,Valtteri Bottas,Mercedes,2017 Austrian Grand Prix
2,+0.042,Sebastian Vettel,Ferrari,2017 Austrian Grand Prix
3,+0.173,Lewis Hamilton,Mercedes,2017 Austrian Grand Prix
4,+0.528,Kimi Räikkönen,Ferrari,2017 Austrian Grand Prix
5,+0.645,Daniel Ricciardo,Red Bull,2017 Austrian Grand Prix
6,+0.732,Max Verstappen,Red Bull,2017 Austrian Grand Prix
7,+1.229,Romain Grosjean,Haas F1 Team,2017 Austrian Grand Prix
8,+1.354,Sergio Pérez,Force India,2017 Austrian Grand Prix
9,+1.423,Esteban Ocon,Force India,2017 Austrian Grand Prix
10,+1.475,Carlos Sainz,Toro Rosso,2017 Austrian Grand Prix
11,+1.346,Nico Hülkenberg,Renault,2017 Austrian Grand Prix
12,+1.351,Fernando Alonso,McLaren,2017 Austrian Grand Prix
13,+1.490,Stoffel Vandoorne,McLaren,2017 Austrian Grand Prix
14,+1.633,Daniil Kvyat,Toro Rosso,2017 Austrian Grand Prix
15,+1.892,Kevin Magnussen,Haas F1 Team,2017 Austrian Grand Prix
16,+2.094,Jolyon Palmer,Renault,2017 Austrian Grand Prix
17,+2.283,Felipe Massa,Williams,2017 Austrian Grand Prix
18,+2.357,Lance Stroll,Williams,2017 Austrian Grand Prix
19,+2.606,Marcus Ericsson,Sauber,2017 Austrian Grand Prix
20,+2.760,Pascal Wehrlein,Sauber,2017 Austrian Grand Prix
1,1:26.600,Lewis Hamilton,Mercedes,2017 British Grand Prix
2,+0.547,Kimi Räikkönen,Ferrari,2017 British Grand Prix
3,+0.756,Sebastian Vettel,Ferrari,2017 British Grand Prix
4,+0.776,Valtteri Bottas,Mercedes,2017 British Grand Prix
5,+1.530,Max Verstappen,Red Bull,2017 British Grand Prix
6,+2.256,Nico Hülkenberg,Renault,2017 British Grand Prix
7,+2.302,Sergio Pérez,Force India,2017 British Grand Prix
8,+2.474,Esteban Ocon,Force India,2017 British Grand Prix
9,+2.818,Stoffel Vandoorne,McLaren,2017 British Grand Prix
10,+2.949,Romain Grosjean,Haas F1 Team,2017 British Grand Prix
11,+3.593,Jolyon Palmer,Renault,2017 British Grand Prix
12,+3.755,Daniil Kvyat,Toro Rosso,2017 British Grand Prix
13,+4.000,Fernando Alonso,McLaren,2017 British Grand Prix
14,+4.768,Carlos Sainz,Toro Rosso,2017 British Grand Prix
15,+4.882,Felipe Massa,Williams,2017 British Grand Prix
16,+15.973,Lance Stroll,Williams,2017 British Grand Prix
17,+15.977,Kevin Magnussen,Haas F1 Team,2017 British Grand Prix
18,+15.993,Pascal Wehrlein,Sauber,2017 British Grand Prix
19,+16.033,Marcus Ericsson,Sauber,2017 British Grand Prix
20,+16.366,Daniel Ricciardo,Red Bull,2017 British Grand Prix
1,1:16.276,Sebastian Vettel,Ferrari,2017 Hungarian Grand Prix
2,+0.168,Kimi Räikkönen,Ferrari,2017 Hungarian Grand Prix
3,+0.254,Valtteri Bottas,Mercedes,2017 Hungarian Grand Prix
4,+0.431,Lewis Hamilton,Mercedes,2017 Hungarian Grand Prix
5,+0.521,Max Verstappen,Red Bull,2017 Hungarian Grand Prix
6,+0.542,Daniel Ricciardo,Red Bull,2017 Hungarian Grand Prix
7,+1.192,Nico Hülkenberg,Renault,2017 Hungarian Grand Prix
8,+1.273,Fernando Alonso,McLaren,2017 Hungarian Grand Prix
9,+1.618,Stoffel Vandoorne,McLaren,2017 Hungarian Grand Prix
10,+2.636,Carlos Sainz,Toro Rosso,2017 Hungarian Grand Prix
11,+2.139,Jolyon Palmer,Renault,2017 Hungarian Grand Prix
12,+2.219,Esteban Ocon,Force India,2017 Hungarian Grand Prix
13,+2.262,Daniil Kvyat,Toro Rosso,2017 Hungarian Grand Prix
14,+2.363,Sergio Pérez,Force India,2017 Hungarian Grand Prix
15,+2.495,Romain Grosjean,Haas F1 Team,2017 Hungarian Grand Prix
16,+2.819,Kevin Magnussen,Haas F1 Team,2017 Hungarian Grand Prix
17,+2.826,Lance Stroll,Williams,2017 Hungarian Grand Prix
18,+3.563,Pascal Wehrlein,Sauber,2017 Hungarian Grand Prix
19,+3.592,Paul di Resta,Williams,2017 Hungarian Grand Prix
20,+3.696,Marcus Ericsson,Sauber,2017 Hungarian Grand Prix
1,1:42.553,Lewis Hamilton,Mercedes,2017 Belgian Grand Prix
2,+0.242,Sebastian Vettel,Ferrari,2017 Belgian Grand Prix
3,+0.541,Valtteri Bottas,Mercedes,2017 Belgian Grand Prix
4,+0.717,Kimi Räikkönen,Ferrari,2017 Belgian Grand Prix
5,+0.827,Max Verstappen,Red Bull,2017 Belgian Grand Prix
6,+1.310,Daniel Ricciardo,Red Bull,2017 Belgian Grand Prix
7,+2.429,Nico Hülkenberg,Renault,2017 Belgian Grand Prix
8,+2.691,Sergio Pérez,Force India,2017 Belgian Grand Prix
9,+2.816,Esteban Ocon,Force India,2017 Belgian Grand Prix
10,+2.132,Jolyon Palmer,Renault,2017 Belgian Grand Prix
11,+2.537,Fernando Alonso,McLaren,2017 Belgian Grand Prix
12,+2.580,Romain Grosjean,Haas F1 Team,2017 Belgian Grand Prix
13,+2.847,Kevin Magnussen,Haas F1 Team,2017 Belgian Grand Prix
14,+2.886,Carlos Sainz,Toro Rosso,2017 Belgian Grand Prix
15,+2.888,Stoffel Vandoorne,McLaren,2017 Belgian Grand Prix
16,+3.270,Felipe Massa,Williams,2017 Belgian Grand Prix
17,+3.475,Daniil Kvyat,Toro Rosso,2017 Belgian Grand Prix
18,+4.362,Lance Stroll,Williams,2017 Belgian Grand Prix
19,+4.661,Marcus Ericsson,Sauber,2017 Belgian Grand Prix
20,+5.126,Pascal Wehrlein,Sauber,2017 Belgian Grand Prix
1,1:35.554,Lewis Hamilton,Mercedes,2017 Italian Grand Prix
2,+1.148,Max Verstappen,Red Bull,2017 Italian Grand Prix
3,+1.287,Daniel Ricciardo,Red Bull,2017 Italian Grand Prix
4,+1.478,Lance Stroll,Williams,2017 Italian Grand Prix
5,+2.165,Esteban Ocon,Force India,2017 Italian Grand Prix
6,+2.279,Valtteri Bottas,Mercedes,2017 Italian Grand Prix
7,+2.433,Kimi Räikkönen,Ferrari,2017 Italian Grand Prix
8,+2.510,Sebastian Vettel,Ferrari,2017 Italian Grand Prix
9,+2.697,Felipe Massa,Williams,2017 Italian Grand Prix
10,+3.603,Stoffel Vandoorne,McLaren,2017 Italian Grand Prix
11,+2.028,Sergio Pérez,Force India,2017 Italian Grand Prix
12,+2.505,Nico Hülkenberg,Renault,2017 Italian Grand Prix
13,+2.648,Fernando Alonso,McLaren,2017 Italian Grand Prix
14,+2.691,Daniil Kvyat,Toro Rosso,2017 Italian Grand Prix
15,+2.972,Carlos Sainz,Toro Rosso,2017 Italian Grand Prix
16,+4.935,Kevin Magnussen,Haas F1 Team,2017 Italian Grand Prix
17,+5.092,Jolyon Palmer,Renault,2017 Italian Grand Prix
18,+6.178,Marcus Ericsson,Sauber,2017 Italian Grand Prix
19,+6.321,Pascal Wehrlein,Sauber,2017 Italian Grand Prix
20,+7.801,Romain Grosjean,Haas F1 Team,2017 Italian Grand Prix
1,1:39.491,Sebastian Vettel,Ferrari,2017 Singapore Grand Prix
2,+0.323,Max Verstappen,Red Bull,2017 Singapore Grand Prix
3,+0.349,Daniel Ricciardo,Red Bull,2017 Singapore Grand Prix
4,+0.578,Kimi Räikkönen,Ferrari,2017 Singapore Grand Prix
5,+0.635,Lewis Hamilton,Mercedes,2017 Singapore Grand Prix
6,+1.319,Valtteri Bottas,Mercedes,2017 Singapore Grand Prix
7,+1.522,Nico Hülkenberg,Renault,2017 Singapore Grand Prix
8,+1.688,Fernando Alonso,McLaren,2017 Singapore Grand Prix
9,+1.907,Stoffel Vandoorne,McLaren,2017 Singapore Grand Prix
10,+2.565,Carlos Sainz,Toro Rosso,2017 Singapore Grand Prix
11,+2.616,Jolyon Palmer,Renault,2017 Singapore Grand Prix
12,+2.755,Sergio Pérez,Force India,2017 Singapore Grand Prix
13,+2.847,Daniil Kvyat,Toro Rosso,2017 Singapore Grand Prix
