0,1,2,3,4
7,,Nick Heidfeld,Sauber,2002 San Marino Grand Prix
8,,Jarno Trulli,Renault,2002 San Marino Grand Prix
9,,Jenson Button,Renault,2002 San Marino Grand Prix
10,,Jacques Villeneuve,BAR,2002 San Marino Grand Prix
11,,Felipe Massa,Sauber,2002 San Marino Grand Prix
12,,Olivier Panis,BAR,2002 San Marino Grand Prix
13,,Heinz-Harald Frentzen,Arrows,2002 San Marino Grand Prix
14,,Takuma Sato,Jordan,2002 San Marino Grand Prix
15,,Giancarlo Fisichella,Jordan,2002 San Marino Grand Prix
16,,Mika Salo,Toyota,2002 San Marino Grand Prix
17,,Allan McNish,Toyota,2002 San Marino Grand Prix
18,,Eddie Irvine,Jaguar,2002 San Marino Grand Prix
19,,Mark Webber,Minardi,2002 San Marino Grand Prix
20,,Enrique Bernoldi,Arrows,2002 San Marino Grand Prix
22,,Pedro de la Rosa,Jaguar,2002 San Marino Grand Prix
1,,Michael Schumacher,Ferrari,2002 Spanish Grand Prix
2,,Rubens Barrichello,Ferrari,2002 Spanish Grand Prix
3,,Ralf Schumacher,Williams,2002 Spanish Grand Prix
4,,Juan Pablo Montoya,Williams,2002 Spanish Grand Prix
5,,Kimi Räikkönen,McLaren,2002 Spanish Grand Prix
6,,Jenson Button,Renault,2002 Spanish Grand Prix
7,,David Coulthard,McLaren,2002 Spanish Grand Prix
8,,Nick Heidfeld,Sauber,2002 Spanish Grand Prix
9,,Jarno Trulli,Renault,2002 Spanish Grand Prix
10,,Heinz-Harald Frentzen,Arrows,2002 Spanish Grand Prix
11,,Felipe Massa,Sauber,2002 Spanish Grand Prix
12,,Giancarlo Fisichella,Jordan,2002 Spanish Grand Prix
13,,Olivier Panis,BAR,2002 Spanish Grand Prix
14,,Enrique Bernoldi,Arrows,2002 Spanish Grand Prix
15,,Jacques Villeneuve,BAR,2002 Spanish Grand Prix
16,,Pedro de la Rosa,Jaguar,2002 Spanish Grand Prix
17,,Mika Salo,Toyota,2002 Spanish Grand Prix
18,,Takuma Sato,Jordan,2002 Spanish Grand Prix
19,,Allan McNish,Toyota,2002 Spanish Grand Prix
20,,Mark Webber,Minardi,2002 Spanish Grand Prix
21,,Alex Yoong,Minardi,2002 Spanish Grand Prix
22,,Eddie Irvine,Jaguar,2002 Spanish Grand Prix
1,,Rubens Barrichello,Ferrari,2002 Austrian Grand Prix
2,,Ralf Schumacher,Williams,2002 Austrian Grand Prix
3,,Michael Schumacher,Ferrari,2002 Austrian Grand Prix
4,,Juan Pablo Montoya,Williams,2002 Austrian Grand Prix
5,,Nick Heidfeld,Sauber,2002 Austrian Grand Prix
6,,Kimi Räikkönen,McLaren,2002 Austrian Grand Prix
7,,Felipe Massa,Sauber,2002 Austrian Grand Prix
8,,David Coulthard,McLaren,2002 Austrian Grand Prix
9,,Olivier Panis,BAR,2002 Austrian Grand Prix
10,,Mika Salo,Toyota,2002 Austrian Grand Prix
11,,Heinz-Harald Frentzen,Arrows,2002 Austrian Grand Prix
12,,Enrique Bernoldi,Arrows,2002 Austrian Grand Prix
13,,Jenson Button,Renault,2002 Austrian Grand Prix
14,,Allan McNish,Toyota,2002 Austrian Grand Prix
15,,Giancarlo Fisichella,Jordan,2002 Austrian Grand Prix
16,,Jarno Trulli,Renault,2002 Austrian Grand Prix
17,,Jacques Villeneuve,BAR,2002 Austrian Grand Prix
18,,Takuma Sato,Jordan,2002 Austrian Grand Prix
19,,Pedro de la Rosa,Jaguar,2002 Austrian Grand Prix
20,,Eddie Irvine,Jaguar,2002 Austrian Grand Prix
21,,Mark Webber,Minardi,2002 Austrian Grand Prix
22,,Alex Yoong,Minardi,2002 Austrian Grand Prix
1,,Juan Pablo Montoya,Williams,2002 Monaco Grand Prix
2,,David Coulthard,McLaren,2002 Monaco Grand Prix
3,,Michael Schumacher,Ferrari,2002 Monaco Grand Prix
4,,Ralf Schumacher,Williams,2002 Monaco Grand Prix
5,,Rubens Barrichello,Ferrari,2002 Monaco Grand Prix
6,,Kimi Räikkönen,McLaren,2002 Monaco Grand Prix
7,,Jarno Trulli,Renault,2002 Monaco Grand Prix
8,,Jenson Button,Renault,2002 Monaco Grand Prix
9,,Mika Salo,Toyota,2002 Monaco Grand Prix
10,,Allan McNish,Toyota,2002 Monaco Grand Prix
11,,Giancarlo Fisichella,Jordan,2002 Monaco Grand Prix
12,,Heinz-Harald Frentzen,Arrows,2002 Monaco Grand Prix
13,,Felipe Massa,Sauber,2002 Monaco Grand Prix
14,,Jacques Villeneuve,BAR,2002 Monaco Grand Prix
15,,Nick Heidfeld,Sauber,2002 Monaco Grand Prix
16,,Takuma Sato,Jordan,2002 Monaco Grand Prix
17,,Pedro de la Rosa,Jaguar,2002 Monaco Grand Prix
18,,Olivier Panis,BAR,2002 Monaco Grand Prix
19,,Eddie Irvine,Jaguar,2002 Monaco Grand Prix
20,,Mark Webber,Minardi,2002 Monaco Grand Prix
21,,Enrique Bernoldi,Arrows,2002 Monaco Grand Prix
22,,Alex Yoong,Minardi,2002 Monaco Grand Prix
1,,Juan Pablo Montoya,Williams,2002 Canadian Grand Prix
2,,Michael Schumacher,Ferrari,2002 Canadian Grand Prix
3,,Rubens Barrichello,Ferrari,2002 Canadian Grand Prix
4,,Ralf Schumacher,Williams,2002 Canadian Grand Prix
5,,Kimi Räikkönen,McLaren,2002 Canadian Grand Prix
6,,Giancarlo Fisichella,Jordan,2002 Canadian Grand Prix
7,,Nick Heidfeld,Sauber,2002 Canadian Grand Prix
8,,David Coulthard,McLaren,2002 Canadian Grand Prix
9,,Jacques Villeneuve,BAR,2002 Canadian Grand Prix
10,,Jarno Trulli,Renault,2002 Canadian Grand Prix
11,,Olivier Panis,BAR,2002 Canadian Grand Prix
12,,Felipe Massa,Sauber,2002 Canadian Grand Prix
13,,Jenson Button,Renault,2002 Canadian Grand Prix
14,,Eddie Irvine,Jaguar,2002 Canadian Grand Prix
15,,Takuma Sato,Jordan,2002 Canadian Grand Prix
16,,Pedro de la Rosa,Jaguar,2002 Canadian Grand Prix
17,,Enrique Bernoldi,Arrows,2002 Canadian Grand Prix
18,,Mika Salo,Toyota,2002 Canadian Grand Prix
19,,Heinz-Harald Frentzen,Arrows,2002 Canadian Grand Prix
20,,Allan McNish,Toyota,2002 Canadian Grand Prix
21,,Mark Webber,Minardi,2002 Canadian Grand Prix
22,,Alex Yoong,Minardi,2002 Canadian Grand Prix
1,,Juan Pablo Montoya,Williams,2002 European Grand Prix
2,,Ralf Schumacher,Williams,2002 European Grand Prix
3,,Michael Schumacher,Ferrari,2002 European Grand Prix
4,,Rubens Barrichello,Ferrari,2002 European Grand Prix
5,,David Coulthard,McLaren,2002 European Grand Prix
6,,Kimi Räikkönen,McLaren,2002 European Grand Prix
7,,Jarno Trulli,Renault,2002 European Grand Prix
8,,Jenson Button,Renault,2002 European Grand Prix
9,,Nick Heidfeld,Sauber,2002 European Grand Prix
10,,Mika Salo,Toyota,2002 European Grand Prix
11,,Felipe Massa,Sauber,2002 European Grand Prix
12,,Olivier Panis,BAR,2002 European Grand Prix
13,,Allan McNish,Toyota,2002 European Grand Prix
14,,Takuma Sato,Jordan,2002 European Grand Prix
15,,Heinz-Harald Frentzen,Arrows,2002 European Grand Prix
16,,Pedro de la Rosa,Jaguar,2002 European Grand Prix
17,,Eddie Irvine,Jaguar,2002 European Grand Prix
18,,Giancarlo Fisichella,Jordan,2002 European Grand Prix
19,,Jacques Villeneuve,BAR,2002 European Grand Prix
20,,Mark Webber,Minardi,2002 European Grand Prix
21,,Enrique Bernoldi,Arrows,2002 European Grand Prix
22,,Alex Yoong,Minardi,2002 European Grand Prix
1,,Juan Pablo Montoya,Williams,2002 British Grand Prix
2,,Rubens Barrichello,Ferrari,2002 British Grand Prix
3,,Michael Schumacher,Ferrari,2002 British Grand Prix
4,,Ralf Schumacher,Williams,2002 British Grand Prix
5,,Kimi Räikkönen,McLaren,2002 British Grand Prix
6,,David Coulthard,McLaren,2002 British Grand Prix
7,,Jarno Trulli,Renault,2002 British Grand Prix
8,,Mika Salo,Toyota,2002 British Grand Prix
9,,Jacques Villeneuve,BAR,2002 British Grand Prix
10,,Nick Heidfeld,Sauber,2002 British Grand Prix
11,,Felipe Massa,Sauber,2002 British Grand Prix
12,,Jenson Button,Renault,2002 British Grand Prix
13,,Olivier Panis,BAR,2002 British Grand Prix
14,,Takuma Sato,Jordan,2002 British Grand Prix
15,,Allan McNish,Toyota,2002 British Grand Prix
16,,Heinz-Harald Frentzen,Arrows,2002 British Grand Prix
17,,Giancarlo Fisichella,Jordan,2002 British Grand Prix
18,,Enrique Bernoldi,Arrows,2002 British Grand Prix
19,,Eddie Irvine,Jaguar,2002 British Grand Prix
20,,Mark Webber,Minardi,2002 British Grand Prix
21,,Pedro de la Rosa,Jaguar,2002 British Grand Prix
1,,Juan Pablo Montoya,Williams,2002 French Grand Prix
2,,Michael Schumacher,Ferrari,2002 French Grand Prix
3,,Rubens Barrichello,Ferrari,2002 French Grand Prix
4,,Kimi Räikkönen,McLaren,2002 French Grand Prix
5,,Ralf Schumacher,Williams,2002 French Grand Prix
6,,David Coulthard,McLaren,2002 French Grand Prix
7,,Jenson Button,Renault,2002 French Grand Prix
8,,Jarno Trulli,Renault,2002 French Grand Prix
9,,Eddie Irvine,Jaguar,2002 French Grand Prix
10,,Nick Heidfeld,Sauber,2002 French Grand Prix
11,,Olivier Panis,BAR,2002 French Grand Prix
12,,Felipe Massa,Sauber,2002 French Grand Prix
13,,Jacques Villeneuve,BAR,2002 French Grand Prix
14,,Takuma Sato,Jordan,2002 French Grand Prix
15,,Pedro de la Rosa,Jaguar,2002 French Grand Prix
16,,Mika Salo,Toyota,2002 French Grand Prix
17,,Allan McNish,Toyota,2002 French Grand Prix
18,,Mark Webber,Minardi,2002 French Grand Prix
19,,Alex Yoong,Minardi,2002 French Grand Prix
1,,Michael Schumacher,Ferrari,2002 German Grand Prix
2,,Ralf Schumacher,Williams,2002 German Grand Prix
3,,Rubens Barrichello,Ferrari,2002 German Grand Prix
4,,Juan Pablo Montoya,Williams,2002 German Grand Prix
5,,Kimi Räikkönen,McLaren,2002 German Grand Prix
6,,Giancarlo Fisichella,Jordan,2002 German Grand Prix
7,,Olivier Panis,BAR,2002 German Grand Prix
8,,Jarno Trulli,Renault,2002 German Grand Prix
9,,David Coulthard,McLaren,2002 German Grand Prix
10,,Nick Heidfeld,Sauber,2002 German Grand Prix
11,,Jacques Villeneuve,BAR,2002 German Grand Prix
12,,Takuma Sato,Jordan,2002 German Grand Prix
13,,Jenson Button,Renault,2002 German Grand Prix
14,,Felipe Massa,Sauber,2002 German Grand Prix
15,,Heinz-Harald Frentzen,Arrows,2002 German Grand Prix
16,,Eddie Irvine,Jaguar,2002 German Grand Prix
17,,Allan McNish,Toyota,2002 German Grand Prix
18,,Enrique Bernoldi,Arrows,2002 German Grand Prix
19,,Mika Salo,Toyota,2002 German Grand Prix
20,,Pedro de la Rosa,Jaguar,2002 German Grand Prix
21,,Mark Webber,Minardi,2002 German Grand Prix
1,,Rubens Barrichello,Ferrari,2002 Hungarian Grand Prix
2,,Michael Schumacher,Ferrari,2002 Hungarian Grand Prix
3,,Ralf Schumacher,Williams,2002 Hungarian Grand Prix
4,,Juan Pablo Montoya,Williams,2002 Hungarian Grand Prix
5,,Giancarlo Fisichella,Jordan,2002 Hungarian Grand Prix
6,,Jarno Trulli,Renault,2002 Hungarian Grand Prix
7,,Felipe Massa,Sauber,2002 Hungarian Grand Prix
8,,Nick Heidfeld,Sauber,2002 Hungarian Grand Prix
9,,Jenson Button,Renault,2002 Hungarian Grand Prix
10,,David Coulthard,McLaren,2002 Hungarian Grand Prix
11,,Kimi Räikkönen,McLaren,2002 Hungarian Grand Prix
12,,Olivier Panis,BAR,2002 Hungarian Grand Prix
13,,Jacques Villeneuve,BAR,2002 Hungarian Grand Prix
14,,Takuma Sato,Jordan,2002 Hungarian Grand Prix
15,,Pedro de la Rosa,Jaguar,2002 Hungarian Grand Prix
16,,Eddie Irvine,Jaguar,2002 Hungarian Grand Prix
17,,Mika Salo,Toyota,2002 Hungarian Grand Prix
18,,Allan McNish,Toyota,2002 Hungarian Grand Prix
19,,Mark Webber,Minardi,2002 Hungarian Grand Prix
20,,Anthony Davidson,Minardi,2002 Hungarian Grand Prix
1,,Michael Schumacher,Ferrari,2002 Belgian Grand Prix
2,,Kimi Räikkönen,McLaren,2002 Belgian Grand Prix
3,,Rubens Barrichello,Ferrari,2002 Belgian Grand Prix
4,,Ralf Schumacher,Williams,2002 Belgian Grand Prix
5,,Juan Pablo Montoya,Williams,2002 Belgian Grand Prix
6,,David Coulthard,McLaren,2002 Belgian Grand Prix
7,,Jarno Trulli,Renault,2002 Belgian Grand Prix
8,,Eddie Irvine,Jaguar,2002 Belgian Grand Prix
9,,Mika Salo,Toyota,2002 Belgian Grand Prix
10,,Jenson Button,Renault,2002 Belgian Grand Prix
11,,Pedro de la Rosa,Jaguar,2002 Belgian Grand Prix
12,,Jacques Villeneuve,BAR,2002 Belgian Grand Prix
13,,Allan McNish,Toyota,2002 Belgian Grand Prix
14,,Giancarlo Fisichella,Jordan,2002 Belgian Grand Prix
15,,Olivier Panis,BAR,2002 Belgian Grand Prix
16,,Takuma Sato,Jordan,2002 Belgian Grand Prix
17,,Felipe Massa,Sauber,2002 Belgian Grand Prix
18,,Nick Heidfeld,Sauber,2002 Belgian Grand Prix
19,,Mark Webber,Minardi,2002 Belgian Grand Prix
20,,Anthony Davidson,Minardi,2002 Belgian Grand Prix
1,,Juan Pablo Montoya,Williams,2002 Italian Grand Prix
2,,Michael Schumacher,Ferrari,2002 Italian Grand Prix
3,,Ralf Schumacher,Williams,2002 Italian Grand Prix
4,,Rubens Barrichello,Ferrari,2002 Italian Grand Prix
5,,Eddie Irvine,Jaguar,2002 Italian Grand Prix
6,,Kimi Räikkönen,McLaren,2002 Italian Grand Prix
7,,David Coulthard,McLaren,2002 Italian Grand Prix
8,,Pedro de la Rosa,Jaguar,2002 Italian Grand Prix
9,,Jacques Villeneuve,BAR,2002 Italian Grand Prix
10,,Mika Salo,Toyota,2002 Italian Grand Prix
11,,Jarno Trulli,Renault,2002 Italian Grand Prix
12,,Giancarlo Fisichella,Jordan,2002 Italian Grand Prix
13,,Allan McNish,Toyota,2002 Italian Grand Prix
14,,Felipe Massa,Sauber,2002 Italian Grand Prix
15,,Nick Heidfeld,Sauber,2002 Italian Grand Prix
16,,Olivier Panis,BAR,2002 Italian Grand Prix
17,,Jenson Button,Renault,2002 Italian Grand Prix
18,,Takuma Sato,Jordan,2002 Italian Grand Prix
19,,Mark Webber,Minardi,2002 Italian Grand Prix
20,,Alex Yoong,Minardi,2002 Italian Grand Prix
1,,Michael Schumacher,Ferrari,2002 United States Grand Prix
2,,Rubens Barrichello,Ferrari,2002 United States Grand Prix
3,,David Coulthard,McLaren,2002 United States Grand Prix
4,,Juan Pablo Montoya,Williams,2002 United States Grand Prix
5,,Ralf Schumacher,Williams,2002 United States Grand Prix
6,,Kimi Räikkönen,McLaren,2002 United States Grand Prix
7,,Jacques Villeneuve,BAR,2002 United States Grand Prix
8,,Jarno Trulli,Renault,2002 United States Grand Prix
9,,Giancarlo Fisichella,Jordan,2002 United States Grand Prix
10,,Nick Heidfeld,Sauber,2002 United States Grand Prix
11,,Heinz-Harald Frentzen,Sauber,2002 United States Grand Prix
12,,Olivier Panis,BAR,2002 United States Grand Prix
13,,Eddie Irvine,Jaguar,2002 United States Grand Prix
14,,Jenson Button,Renault,2002 United States Grand Prix
15,,Takuma Sato,Jordan,2002 United States Grand Prix
16,,Allan McNish,Toyota,2002 United States Grand Prix
17,,Pedro de la Rosa,Jaguar,2002 United States Grand Prix
18,,Mark Webber,Minardi,2002 United States Grand Prix
19,,Mika Salo,Toyota,2002 United States Grand Prix
20,,Alex Yoong,Minardi,2002 United States Grand Prix
1,1:31.317,Michael Schumacher,Ferrari,2002 Japanese Grand Prix
2,+0.432,Rubens Barrichello,Ferrari,2002 Japanese Grand Prix
3,+0.771,David Coulthard,McLaren,2002 Japanese Grand Prix
4,+0.880,Kimi Räikkönen,McLaren,2002 Japanese Grand Prix
5,+1.127,Ralf Schumacher,Williams,2002 Japanese Grand Prix
6,+1.190,Juan Pablo Montoya,Williams,2002 Japanese Grand Prix
7,+1.773,Takuma Sato,Jordan,2002 Japanese Grand Prix
8,+1.959,Giancarlo Fisichella,Jordan,2002 Japanese Grand Prix
9,+2.032,Jacques Villeneuve,BAR,2002 Japanese Grand Prix
10,+2.112,Jenson Button,Renault,2002 Japanese Grand Prix
11,+2.230,Jarno Trulli,Renault,2002 Japanese Grand Prix
12,+2.236,Nick Heidfeld,Sauber,2002 Japanese Grand Prix
13,+2.425,Mika Salo,Toyota,2002 Japanese Grand Prix
14,+2.598,Eddie Irvine,Jaguar,2002 Japanese Grand Prix
15,+2.662,Felipe Massa,Sauber,2002 Japanese Grand Prix
16,+2.875,Olivier Panis,BAR,2002 Japanese Grand Prix
17,+2.910,Pedro de la Rosa,Jaguar,2002 Japanese Grand Prix
18,+3.874,Allan McNish,Toyota,2002 Japanese Grand Prix
19,+4.641,Mark Webber,Minardi,2002 Japanese Grand Prix
20,+4.950,Alex Yoong,Minardi,2002 Japanese Grand Prix
1,1:27.173,Michael Schumacher,Ferrari,2003 Australian Grand Prix
2,+0.245,Rubens Barrichello,Ferrari,2003 Australian Grand Prix
3,+0.928,Juan Pablo Montoya,Williams,2003 Australian Grand Prix
4,+1.101,Heinz-Harald Frentzen,Sauber,2003 Australian Grand Prix
5,+1.115,Olivier Panis,Toyota,2003 Australian Grand Prix
6,+1.247,Jacques Villeneuve,BAR,2003 Australian Grand Prix
7,+1.291,Nick Heidfeld,Sauber,2003 Australian Grand Prix
8,+1.509,Jenson Button,BAR,2003 Australian Grand Prix
9,+1.657,Ralf Schumacher,Williams,2003 Australian Grand Prix
10,+1.755,Fernando Alonso,Renault,2003 Australian Grand Prix
11,+1.932,David Coulthard,McLaren,2003 Australian Grand Prix
12,+1.963,Jarno Trulli,Renault,2003 Australian Grand Prix
13,+2.171,Giancarlo Fisichella,Jordan,2003 Australian Grand Prix
14,+2.194,Mark Webber,Jaguar,2003 Australian Grand Prix
15,+2.297,Kimi Räikkönen,McLaren,2003 Australian Grand Prix
16,+2.365,Cristiano da Matta,Toyota,2003 Australian Grand Prix
17,+4.069,Ralph Firman,Jordan,2003 Australian Grand Prix
18,+4.550,Antônio Pizzonia,Jaguar,2003 Australian Grand Prix
19,,Justin Wilson,Minardi,2003 Australian Grand Prix
20,,Jos Verstappen,Minardi,2003 Australian Grand Prix
1,1:37.044,Fernando Alonso,Renault,2003 Malaysian Grand Prix
2,+0.173,Jarno Trulli,Renault,2003 Malaysian Grand Prix
3,+0.349,Michael Schumacher,Ferrari,2003 Malaysian Grand Prix
4,+0.410,David Coulthard,McLaren,2003 Malaysian Grand Prix
5,+0.535,Rubens Barrichello,Ferrari,2003 Malaysian Grand Prix
6,+0.722,Nick Heidfeld,Sauber,2003 Malaysian Grand Prix
7,+0.814,Kimi Räikkönen,McLaren,2003 Malaysian Grand Prix
8,+0.930,Juan Pablo Montoya,Williams,2003 Malaysian Grand Prix
9,+1.029,Jenson Button,BAR,2003 Malaysian Grand Prix
10,+1.050,Olivier Panis,Toyota,2003 Malaysian Grand Prix
11,+1.053,Cristiano da Matta,Toyota,2003 Malaysian Grand Prix
12,+1.245,Jacques Villeneuve,BAR,2003 Malaysian Grand Prix
13,+1.247,Heinz-Harald Frentzen,Sauber,2003 Malaysian Grand Prix
14,+1.372,Giancarlo Fisichella,Jordan,2003 Malaysian Grand Prix
15,+1.472,Antônio Pizzonia,Jaguar,2003 Malaysian Grand Prix
16,+1.580,Mark Webber,Jaguar,2003 Malaysian Grand Prix
17,+1.745,Ralf Schumacher,Williams,2003 Malaysian Grand Prix
18,+3.373,Jos Verstappen,Minardi,2003 Malaysian Grand Prix
19,+3.555,Justin Wilson,Minardi,2003 Malaysian Grand Prix
20,+3.866,Ralph Firman,Jordan,2003 Malaysian Grand Prix
1,1:13.807,Rubens Barrichello,Ferrari,2003 Brazilian Grand Prix
2,+0.011,David Coulthard,McLaren,2003 Brazilian Grand Prix
3,+0.044,Mark Webber,Jaguar,2003 Brazilian Grand Prix
4,+0.059,Kimi Räikkönen,McLaren,2003 Brazilian Grand Prix
5,+0.146,Jarno Trulli,Renault,2003 Brazilian Grand Prix
6,+0.317,Ralf Schumacher,Williams,2003 Brazilian Grand Prix
7,+0.323,Michael Schumacher,Ferrari,2003 Brazilian Grand Prix
8,+0.384,Giancarlo Fisichella,Jordan,2003 Brazilian Grand Prix
9,+0.416,Juan Pablo Montoya,Williams,2003 Brazilian Grand Prix
10,+0.577,Fernando Alonso,Renault,2003 Brazilian Grand Prix
11,+0.697,Jenson Button,BAR,2003 Brazilian Grand Prix
12,+0.824,Nick Heidfeld,Sauber,2003 Brazilian Grand Prix
13,+0.861,Jacques Villeneuve,BAR,2003 Brazilian Grand Prix
14,+1.032,Heinz-Harald Frentzen,Sauber,2003 Brazilian Grand Prix
15,+1.032,Olivier Panis,Toyota,2003 Brazilian Grand Prix
16,+1.433,Ralph Firman,Jordan,2003 Brazilian Grand Prix
17,+1.510,Antônio Pizzonia,Jaguar,2003 Brazilian Grand Prix
18,+1.834,Cristiano da Matta,Toyota,2003 Brazilian Grand Prix
19,+2.735,Jos Verstappen,Minardi,2003 Brazilian Grand Prix
20,+2.779,Justin Wilson,Minardi,2003 Brazilian Grand Prix
1,1:22.327,Michael Schumacher,Ferrari,2003 San Marino Grand Prix
2,+0.014,Ralf Schumacher,Williams,2003 San Marino Grand Prix
3,+0.230,Rubens Barrichello,Ferrari,2003 San Marino Grand Prix
4,+0.462,Juan Pablo Montoya,Williams,2003 San Marino Grand Prix
5,+0.688,Mark Webber,Jaguar,2003 San Marino Grand Prix
6,+0.821,Kimi Räikkönen,McLaren,2003 San Marino Grand Prix
7,+0.833,Jacques Villeneuve,BAR,2003 San Marino Grand Prix
8,+0.842,Fernando Alonso,Renault,2003 San Marino Grand Prix
9,+1.054,Jenson Button,BAR,2003 San Marino Grand Prix
10,+1.133,Olivier Panis,Toyota,2003 San Marino Grand Prix
11,+1.373,Nick Heidfeld,Sauber,2003 San Marino Grand Prix
12,+1.491,David Coulthard,McLaren,2003 San Marino Grand Prix
13,+1.511,Cristiano da Matta,Toyota,2003 San Marino Grand Prix
14,+1.605,Heinz-Harald Frentzen,Sauber,2003 San Marino Grand Prix
15,+1.820,Antônio Pizzonia,Jaguar,2003 San Marino Grand Prix
16,+1.863,Jarno Trulli,Renault,2003 San Marino Grand Prix
17,+1.990,Giancarlo Fisichella,Jordan,2003 San Marino Grand Prix
18,+3.499,Justin Wilson,Minardi,2003 San Marino Grand Prix
19,+4.030,Ralph Firman,Jordan,2003 San Marino Grand Prix
20,,Jos Verstappen,Minardi,2003 San Marino Grand Prix
1,1:17.762,Michael Schumacher,Ferrari,2003 Spanish Grand Prix
2,+0.258,Rubens Barrichello,Ferrari,2003 Spanish Grand Prix
3,+0.471,Fernando Alonso,Renault,2003 Spanish Grand Prix
4,+0.853,Jarno Trulli,Renault,2003 Spanish Grand Prix
5,+0.942,Jenson Button,BAR,2003 Spanish Grand Prix
6,+1.049,Olivier Panis,Toyota,2003 Spanish Grand Prix
7,+1.244,Ralf Schumacher,Williams,2003 Spanish Grand Prix
8,+1.366,David Coulthard,McLaren,2003 Spanish Grand Prix
9,+1.615,Juan Pablo Montoya,Williams,2003 Spanish Grand Prix
10,+1.665,Heinz-Harald Frentzen,Sauber,2003 Spanish Grand Prix
11,+1.801,Jacques Villeneuve,BAR,2003 Spanish Grand Prix
12,+1.853,Mark Webber,Jaguar,2003 Spanish Grand Prix
13,+1.861,Cristiano da Matta,Toyota,2003 Spanish Grand Prix
14,+1.884,Nick Heidfeld,Sauber,2003 Spanish Grand Prix
15,+2.453,Ralph Firman,Jordan,2003 Spanish Grand Prix
16,+2.546,Antônio Pizzonia,Jaguar,2003 Spanish Grand Prix
17,+3.214,Giancarlo Fisichella,Jordan,2003 Spanish Grand Prix
18,+4.342,Justin Wilson,Minardi,2003 Spanish Grand Prix
19,+4.475,Jos Verstappen,Minardi,2003 Spanish Grand Prix
20,,Kimi Räikkönen,McLaren,2003 Spanish Grand Prix
1,1:9.150,Michael Schumacher,Ferrari,2003 Austrian Grand Prix
2,+0.039,Kimi Räikkönen,McLaren,2003 Austrian Grand Prix
3,+0.241,Juan Pablo Montoya,Williams,2003 Austrian Grand Prix
4,+0.575,Nick Heidfeld,Sauber,2003 Austrian Grand Prix
5,+0.634,Rubens Barrichello,Ferrari,2003 Austrian Grand Prix
6,+0.740,Jarno Trulli,Renault,2003 Austrian Grand Prix
7,+0.785,Jenson Button,BAR,2003 Austrian Grand Prix
8,+0.895,Antônio Pizzonia,Jaguar,2003 Austrian Grand Prix
9,+0.955,Giancarlo Fisichella,Jordan,2003 Austrian Grand Prix
10,+1.129,Ralf Schumacher,Williams,2003 Austrian Grand Prix
11,+1.252,Olivier Panis,Toyota,2003 Austrian Grand Prix
12,+1.468,Jacques Villeneuve,BAR,2003 Austrian Grand Prix
13,+1.684,Cristiano da Matta,Toyota,2003 Austrian Grand Prix
14,+1.743,David Coulthard,McLaren,2003 Austrian Grand Prix
15,+2.157,Heinz-Harald Frentzen,Sauber,2003 Austrian Grand Prix
